"","y14b225","w14edu","sampid","y14g101","y14a034","y14a065","y14a080","y14b308","y14b156z","y14b161","w14type","y14f310","y14b22","y14g7"
"2750",NA,NA,8027,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2751",280,4,8030,1,NA,NA,NA,1,4,1,5,3,110132.7,384142319
"2752",350,4,8034,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2753",130,5,8038,2,NA,NA,NA,NA,2,5,5,4,110132.7,384142319
"2754",330,4,8043,2,NA,NA,NA,1,2,1,5,3,110132.7,384142319
"2755",60,4,8044,2,NA,NA,NA,2,5,3,5,2,110132.7,384142319
"2756",NA,NA,8047,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2757",1,4,8048,2,NA,NA,NA,1,8,1,5,3,110132.7,384142319
"2758",350,4,8052,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2759",NA,4,8053,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2760",8000,4,8057,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2761",NA,4,8058,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2762",330,4,8061,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2763",NA,NA,8064,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2764",6250,4,8067,2,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"2765",2700,4,8075,2,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"2766",NA,4,8077,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2767",NA,4,8083,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2768",200,4,8088,2,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"2769",NA,4,8090,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2770",300,4,8093,1,NA,NA,NA,NA,2,5,5,2,110132.7,384142319
"2771",400,4,8096,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2772",NA,4,8098,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2773",280,4,8103,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"2774",NA,4,8105,1,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2775",4000,4,8108,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"2776",4100,4,8117,1,NA,NA,NA,1,8,1,5,2,110132.7,384142319
"2777",200,4,8118,1,NA,NA,NA,1,2,1,5,3,110132.7,384142319
"2778",180,4,8119,1,NA,NA,NA,2,6,2,5,1,110132.7,384142319
"2779",400,4,8128,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2780",NA,4,8129,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2781",280,4,8131,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2782",4000,4,8135,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2783",300,4,8141,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"2784",240,5,8145,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"2785",5400,4,8149,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2786",NA,NA,8150,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2787",3000,4,8151,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"2788",3900,4,8152,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"2789",5000,4,8153,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"2790",6000,4,8161,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"2791",180,4,8163,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"2792",NA,4,8165,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"2793",250,4,8167,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"2794",NA,4,8168,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2795",3200,4,8169,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2796",NA,NA,8170,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2797",NA,4,8172,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2798",NA,NA,8173,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2799",300,4,8176,2,NA,NA,NA,1,6,1,5,3,110132.7,384142319
"2800",3500,4,8180,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2801",200,4,8182,1,NA,NA,NA,NA,6,5,5,1,110132.7,384142319
"2802",6500,4,8183,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2803",9000,4,8187,2,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"2804",350,4,8189,2,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"2805",439,4,8190,2,NA,NA,NA,1,8,1,5,1,110132.7,384142319
"2806",8000,4,8191,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2807",250,4,8197,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"2808",NA,4,8200,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2809",3000,4,8201,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"2810",NA,NA,8202,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2811",NA,4,8205,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2812",4200,4,8210,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"2813",230,4,8212,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"2814",5009,4,8214,2,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"2815",8000,5,8217,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"2816",5000,4,8218,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2817",NA,4,8221,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2818",NA,NA,8225,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2819",320,4,8227,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"2820",5100,4,8230,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2821",270,4,8233,1,NA,NA,NA,1,4,1,5,3,110132.7,384142319
"2822",NA,4,8234,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2823",210,4,8241,1,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"2824",3000,4,8254,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2825",350,4,8260,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"2826",4200,4,8264,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2827",NA,4,8266,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2828",7000,4,8269,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"2829",5800,4,8270,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"2830",270,5,8272,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2831",200,4,8273,2,NA,NA,NA,1,5,1,5,1,110132.7,384142319
"2832",5500,4,8276,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"2833",-200,4,8277,2,NA,NA,NA,NA,2,5,5,1,110132.7,384142319
"2834",800,4,8278,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"2835",240,4,8279,2,NA,NA,NA,2,2,1,5,2,110132.7,384142319
"2836",7000,4,8280,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2837",360,5,8281,2,4,1,5,1,0,1,5,3,110132.7,384142319
"2838",6000,5,8284,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"2839",2600,4,8285,1,NA,NA,NA,1,8,1,5,5,110132.7,384142319
"2840",4000,5,8288,2,NA,NA,NA,1,2,1,5,5,110132.7,384142319
"2841",NA,4,8289,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2842",NA,4,8295,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2843",4700,5,8299,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2844",NA,NA,8308,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2845",400,4,8309,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2846",350,4,8311,2,NA,NA,NA,NA,6,5,5,2,110132.7,384142319
"2847",NA,NA,8314,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2848",3050,4,8315,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"2849",NA,NA,8320,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2850",8000,4,8323,2,NA,NA,NA,1,1,1,5,3,110132.7,384142319
"2851",260,4,8327,1,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"2852",NA,4,8333,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2853",250,4,8334,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"2854",320,4,8338,1,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"2855",NA,NA,8341,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2856",200,4,8344,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2857",NA,NA,8346,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2858",5148,4,8349,1,NA,NA,NA,2,0,1,5,1,110132.7,384142319
"2859",7200,4,8350,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2860",NA,4,8352,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2861",500,4,8358,2,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"2862",320,4,8359,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"2863",2700,4,8361,1,NA,NA,NA,1,8,1,5,3,110132.7,384142319
"2864",300,4,8362,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"2865",4000,4,8363,1,NA,NA,NA,1,3,1,5,4,110132.7,384142319
"2866",NA,NA,8365,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2867",NA,NA,8366,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2868",NA,5,8367,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2869",NA,4,8368,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2870",6000,4,8370,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"2871",150,4,8372,2,NA,NA,NA,1,3,1,5,4,110132.7,384142319
"2872",400,5,8373,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2873",180,4,8375,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"2874",320,4,8376,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2875",3800,4,8383,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2876",300,4,8386,2,NA,NA,NA,NA,6,4,5,1,110132.7,384142319
"2877",5000,4,8387,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2878",350,4,8388,2,NA,NA,NA,NA,0,5,5,6,110132.7,384142319
"2879",3000,5,8390,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2880",NA,NA,8392,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2881",800,4,8393,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2882",250,4,8394,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2883",240,5,8395,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2884",NA,NA,8400,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2885",NA,NA,8402,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2886",300,4,8406,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"2887",NA,NA,8411,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2888",2600,4,8417,1,NA,NA,NA,2,0,1,5,3,110132.7,384142319
"2889",250,4,8418,2,NA,NA,NA,1,8,1,5,1,110132.7,384142319
"2890",300,4,8419,2,NA,NA,NA,NA,2,4,5,2,110132.7,384142319
"2891",6797,4,8421,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2892",NA,4,8422,2,NA,NA,NA,NA,NA,NA,6,5,110132.7,384142319
"2893",210,4,8423,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2894",9090908,5,8425,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"2895",NA,4,8429,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2896",12000,4,8432,2,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"2897",230,4,8438,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2898",8000,4,8439,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2899",400,5,8441,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"2900",250,4,8443,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2901",230,5,8444,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"2902",NA,4,8450,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2903",300,4,8459,1,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"2904",NA,4,8461,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"2905",10000,4,8463,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2906",NA,4,8467,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2907",NA,5,8469,2,NA,NA,NA,NA,NA,NA,6,5,110132.7,384142319
"2908",400,4,8472,2,NA,NA,NA,1,4,1,5,1,110132.7,384142319
"2909",350,4,8473,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"2910",NA,4,8474,1,1,1,5,NA,NA,NA,4,NA,110132.7,384142319
"2911",200,4,8477,1,NA,NA,NA,NA,2,5,5,1,110132.7,384142319
"2912",200,4,8478,1,NA,NA,NA,2,2,2,5,1,110132.7,384142319
"2913",NA,NA,8480,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2914",550,5,8482,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2915",300,4,8483,1,NA,NA,NA,NA,8,5,5,1,110132.7,384142319
"2916",9000,4,8484,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"2917",230,4,8487,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"2918",NA,NA,8493,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2919",7500,4,8495,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"2920",NA,5,8496,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2921",250,4,8498,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"2922",NA,NA,8499,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2923",580,5,8515,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"2924",NA,4,8517,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2925",5000,4,8521,1,NA,NA,NA,1,8,1,5,2,110132.7,384142319
"2926",280,4,8525,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"2927",300,4,8526,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"2928",330,4,8534,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2929",250,4,8537,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2930",300,4,8538,2,NA,NA,NA,2,2,1,5,2,110132.7,384142319
"2931",NA,NA,8542,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2932",NA,NA,8545,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2933",4700,4,8546,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"2934",6000,4,8547,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2935",NA,NA,8551,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2936",NA,NA,8552,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2937",NA,NA,8554,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2938",5000,5,8562,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2939",7500,4,8563,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"2940",2700,4,8568,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2941",300,5,8571,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"2942",1500,4,8572,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"2943",NA,4,8584,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2944",6000,5,8585,1,NA,NA,NA,1,1,1,5,5,110132.7,384142319
"2945",5000,4,8586,4,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"2946",300,4,8587,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"2947",NA,4,8588,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2948",NA,NA,8591,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2949",100,4,8592,2,NA,NA,NA,1,2,1,5,3,110132.7,384142319
"2950",3000,4,8593,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"2951",300,4,8595,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2952",30,5,8597,1,NA,NA,NA,NA,4,5,5,2,110132.7,384142319
"2953",409,4,8600,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2954",190,4,8601,1,NA,NA,NA,2,2,1,5,4,110132.7,384142319
"2955",280,4,8603,2,NA,NA,NA,2,7,3,5,4,110132.7,384142319
"2956",200,4,8605,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2957",NA,NA,8606,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2958",400,4,8609,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2959",NA,NA,8610,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2960",NA,4,8613,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2961",230,4,8614,1,NA,NA,NA,1,8,1,5,2,110132.7,384142319
"2962",NA,4,8615,1,7,1,5,NA,NA,NA,4,1,110132.7,384142319
"2963",NA,NA,8623,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2964",4000,4,8631,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2965",400,4,8632,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2966",NA,4,8636,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2967",70,4,8637,2,NA,NA,NA,2,2,2,5,3,110132.7,384142319
"2968",209,4,8638,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2969",6800,4,8640,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2970",7200,4,8641,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"2971",8000,5,8649,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2972",250,4,8652,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2973",NA,4,8656,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2974",NA,4,8658,1,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2975",NA,4,8663,1,1,1,5,NA,NA,NA,4,1,110132.7,384142319
"2976",4000,5,8667,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2977",4200,4,8669,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"2978",350,4,8673,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"2979",350,4,8674,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"2980",5000,4,8677,1,NA,NA,NA,1,8,1,5,2,110132.7,384142319
"2981",NA,4,8678,1,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"2982",NA,NA,8679,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2983",4000,5,8680,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"2984",178,4,8687,1,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"2985",NA,4,8690,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2986",450,4,8694,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"2987",350,4,8695,2,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"2988",500,4,8697,2,NA,NA,NA,NA,6,5,5,2,110132.7,384142319
"2989",280,4,8700,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"2990",300,4,8702,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2991",NA,NA,8705,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2992",NA,4,8707,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2993",5,4,8708,2,NA,NA,NA,2,5,2,5,1,110132.7,384142319
"2994",NA,NA,8709,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"2995",350,4,8713,2,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"2996",280,4,8716,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"2997",3200,4,8719,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"2998",NA,4,8720,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"2999",3000,4,8721,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"3000",7500,5,8723,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"3001",NA,4,8724,1,NA,NA,NA,NA,NA,NA,6,5,110132.7,384142319
"3002",270,5,8726,1,NA,NA,NA,1,2,1,5,4,110132.7,384142319
"3003",600,4,8737,2,NA,NA,NA,NA,0,4,5,1,110132.7,384142319
"3004",NA,NA,8739,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"3005",3400,4,8741,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"3006",400,4,8744,2,NA,NA,NA,NA,6,5,5,1,110132.7,384142319
"3007",230,4,8748,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"3008",250,4,8749,1,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"3009",220,4,8754,1,NA,NA,NA,2,0,1,5,3,110132.7,384142319
"3010",160,4,8756,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"3011",7000,4,8760,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"3012",NA,NA,8761,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"3013",NA,4,8762,1,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"3014",3000,4,8765,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"3015",4000,4,8771,1,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"3016",360,4,8774,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"3017",3800,5,8775,2,NA,NA,NA,1,3,1,5,5,110132.7,384142319
"3018",6500,4,8777,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"3019",290,4,8779,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"3020",NA,4,8781,1,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"3021",NA,NA,8783,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"3022",3000,4,8785,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"3023",380,4,8786,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"3024",240,4,8787,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"3025",10000,4,8788,2,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"3026",200,4,8790,1,NA,NA,NA,NA,8,5,5,2,110132.7,384142319
"3027",4800,4,8792,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"3028",NA,NA,8793,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"3029",450,4,8798,2,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"3030",200,4,8800,1,NA,NA,NA,1,2,1,5,4,110132.7,384142319
"3031",300,4,8803,2,NA,NA,NA,2,4,3,5,1,110132.7,384142319
"3032",2800,4,8805,1,NA,NA,NA,1,1,1,5,5,110132.7,384142319
"3033",NA,5,8806,1,7,1,5,NA,NA,NA,4,3,110132.7,384142319
"3034",3000,4,8815,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"3035",NA,4,8816,2,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"3036",4200,4,8817,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"3037",1200,4,8819,2,NA,NA,NA,NA,6,4,5,2,110132.7,384142319
"3038",3800,4,8820,1,NA,NA,NA,1,5,1,5,1,110132.7,384142319
"3039",NA,4,8821,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"3040",NA,NA,8823,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"3041",8000,4,8825,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"3042",NA,NA,8829,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"3043",300,4,8830,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"3044",NA,NA,8832,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"3045",300,4,8838,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"3046",300,4,8841,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"3047",250,4,8844,1,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"3048",250,4,8845,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"3049",NA,NA,8848,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"3050",6600,5,8850,4,NA,NA,NA,NA,6,5,5,1,110132.7,384142319
"3051",13000,4,8857,2,NA,NA,NA,2,0,1,5,1,110132.7,384142319
"3052",7000,4,8861,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"3053",350,4,8865,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"3054",165,4,8867,2,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"3055",200,4,8869,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"3056",NA,4,8880,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"3057",200,4,8883,1,NA,NA,NA,2,4,3,5,4,110132.7,384142319
"3058",300,4,8886,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"3059",4500,5,8887,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"3060",NA,NA,8889,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"3061",NA,4,8893,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"3062",3500,4,8894,4,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"3063",NA,NA,8895,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"3064",NA,NA,8897,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"3065",NA,NA,8900,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"3066",270,4,8901,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"3067",300,4,8904,2,NA,NA,NA,1,5,1,5,1,110132.7,384142319
"3068",2664,4,8908,1,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"3069",300,4,8910,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"3070",250,4,8913,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"3071",4500,4,8914,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"3072",NA,4,8915,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
