"","y14b225","w14edu","sampid","y14g101","y14a034","y14a065","y14a080","y14b308","y14b156z","y14b161","w14type","y14f310","y14b22","y14g7"
"1",230,4,1,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"2",240,4,3,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"3",250,4,9,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"4",200,4,12,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"5",220,4,15,2,NA,NA,NA,1,8,1,5,1,110132.7,384142319
"6",NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"7",350,4,21,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"8",350,4,22,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"9",250,4,23,1,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"10",350,4,26,1,NA,NA,NA,1,3,1,5,5,110132.7,384142319
"11",300,4,27,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"12",300,4,30,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"13",350,4,32,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"14",300,4,33,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"15",400,4,36,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"16",200,4,37,2,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"17",200,4,38,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"18",100,4,40,1,NA,NA,NA,NA,6,5,5,5,110132.7,384142319
"19",2300,4,41,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"20",200,4,43,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"21",200,4,45,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"22",NA,5,51,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"23",180,4,52,1,NA,NA,NA,1,5,1,5,1,110132.7,384142319
"24",160,4,63,1,NA,NA,NA,NA,2,5,5,1,110132.7,384142319
"25",600,4,64,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"26",1500,4,68,2,NA,NA,NA,NA,5,5,5,1,110132.7,384142319
"27",300,4,69,2,NA,NA,NA,1,8,1,5,1,110132.7,384142319
"28",170,4,72,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"29",250,4,75,1,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"30",180,4,76,2,NA,NA,NA,1,0,1,5,6,110132.7,384142319
"31",3500,4,79,2,NA,NA,NA,NA,6,5,5,1,110132.7,384142319
"32",350,5,81,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"33",8400,4,84,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"34",NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"35",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"36",NA,4,92,2,NA,NA,NA,NA,NA,NA,6,5,110132.7,384142319
"37",5200,4,94,2,NA,NA,NA,1,1,1,5,4,110132.7,384142319
"38",NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"39",2537,4,104,1,NA,NA,NA,1,8,1,5,1,110132.7,384142319
"40",NA,4,108,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"41",400,4,114,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"42",3000,4,117,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"43",189,4,119,1,NA,NA,NA,2,0,1,5,3,110132.7,384142319
"44",10000,4,122,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"45",NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"46",3500,4,134,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"47",NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"48",350,4,140,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"49",3200,4,144,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"50",200,4,148,1,NA,NA,NA,2,4,2,5,3,110132.7,384142319
"51",14,4,150,1,NA,NA,NA,2,4,3,5,2,110132.7,384142319
"52",3200,4,155,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"53",NA,4,156,1,2,1,5,NA,NA,NA,4,3,110132.7,384142319
"54",100,4,158,2,NA,NA,NA,NA,4,5,5,2,110132.7,384142319
"55",NA,4,166,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"56",NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"57",250,4,179,1,NA,NA,NA,1,4,1,5,3,110132.7,384142319
"58",6500,4,185,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"59",5700,4,187,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"60",NA,4,188,2,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"61",7000,4,193,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"62",4100,4,194,1,1,1,5,1,2,1,5,2,110132.7,384142319
"63",NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"64",NA,4,199,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"65",NA,5,201,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"66",NA,4,202,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"67",NA,4,212,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"68",7000,5,213,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"69",200,4,214,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"70",3840,4,216,1,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"71",8000,4,217,1,NA,NA,NA,1,4,1,5,1,110132.7,384142319
"72",NA,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"73",NA,NA,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"74",NA,4,222,1,6,1,5,NA,NA,NA,4,3,110132.7,384142319
"75",NA,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"76",5000,4,224,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"77",7200,4,231,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"78",NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"79",150,4,247,2,NA,NA,NA,NA,7,5,5,1,110132.7,384142319
"80",3500,4,248,1,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"81",5000,4,249,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"82",7000,4,254,2,NA,NA,NA,1,1,1,5,4,110132.7,384142319
"83",425,4,255,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"84",6000,4,257,2,NA,NA,NA,2,0,2,5,1,110132.7,384142319
"85",2700,4,258,1,NA,NA,NA,1,1,1,5,4,110132.7,384142319
"86",200,4,270,1,NA,NA,NA,2,2,1,5,3,110132.7,384142319
"87",3000,4,272,1,NA,NA,NA,1,4,1,5,4,110132.7,384142319
"88",NA,4,277,2,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"89",NA,4,278,2,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"90",NA,4,280,2,6,1,5,NA,NA,NA,4,1,110132.7,384142319
"91",191,4,281,1,NA,NA,NA,1,1,1,5,3,110132.7,384142319
"92",200,4,282,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"93",NA,4,283,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"94",3000,4,285,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"95",170,4,287,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"96",NA,4,290,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"97",250,4,292,1,NA,NA,NA,1,4,1,5,4,110132.7,384142319
"98",10000,4,296,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"99",200,4,312,1,NA,NA,NA,NA,4,5,5,1,110132.7,384142319
"100",200,4,313,1,NA,NA,NA,2,1,2,5,5,110132.7,384142319
"101",1,4,315,2,NA,NA,NA,2,5,3,5,1,110132.7,384142319
"102",NA,NA,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"103",NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"104",NA,4,328,2,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"105",NA,NA,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"106",270,4,338,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"107",4500,4,360,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"108",5000,4,361,2,NA,NA,NA,1,4,1,5,2,110132.7,384142319
"109",NA,NA,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"110",NA,NA,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"111",4200,4,375,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"112",3000,4,385,1,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"113",NA,4,386,1,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"114",8000,4,387,1,NA,NA,NA,NA,0,4,5,2,110132.7,384142319
"115",NA,NA,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"116",200,4,390,1,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"117",360,4,391,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"118",3600,4,396,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"119",340,4,405,2,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"120",3100,4,410,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"121",3300,4,411,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"122",NA,4,414,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"123",285,5,416,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"124",2200,4,419,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"125",260,4,421,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"126",4600,4,422,1,NA,NA,NA,1,1,1,5,4,110132.7,384142319
"127",4500,4,424,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"128",3200,4,425,1,NA,NA,NA,1,4,1,5,2,110132.7,384142319
"129",3600,4,426,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"130",NA,4,429,2,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"131",200,5,442,1,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"132",4300,4,445,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"133",2200,4,450,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"134",4800,4,458,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"135",4000,4,459,1,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"136",180,4,462,1,NA,NA,NA,1,4,1,5,2,110132.7,384142319
"137",500,4,470,2,NA,NA,NA,NA,6,5,5,2,110132.7,384142319
"138",300,4,472,1,NA,NA,NA,1,4,1,5,2,110132.7,384142319
"139",380,4,473,1,NA,NA,NA,1,5,1,5,2,110132.7,384142319
"140",5000,4,474,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"141",200,4,478,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"142",200,4,479,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"143",4500,4,482,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"144",5000,4,483,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"145",NA,5,491,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"146",600,4,493,2,NA,NA,NA,NA,1,4,5,5,110132.7,384142319
"147",NA,4,494,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"148",NA,NA,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"149",NA,NA,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"150",NA,NA,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"151",5000,4,498,2,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"152",5000,5,503,2,NA,NA,NA,1,1,1,5,3,110132.7,384142319
"153",4000,4,509,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"154",NA,NA,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"155",4000,4,515,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"156",4000,4,516,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"157",380,5,517,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"158",150,4,518,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"159",400,4,521,1,NA,NA,NA,1,8,1,5,4,110132.7,384142319
"160",3200,4,523,1,NA,NA,NA,1,1,1,5,5,110132.7,384142319
"161",4000,4,527,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"162",6000,4,529,2,NA,NA,NA,2,6,2,5,2,110132.7,384142319
"163",4600,4,530,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"164",0.95,4,531,1,NA,NA,NA,2,6,3,5,3,110132.7,384142319
"165",NA,NA,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"166",10000,4,537,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"167",NA,4,538,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"168",NA,4,539,2,NA,NA,NA,NA,NA,NA,6,5,110132.7,384142319
"169",2100,4,540,1,NA,NA,NA,1,3,1,5,4,110132.7,384142319
"170",NA,4,542,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"171",4200,4,544,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"172",4500,4,545,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"173",NA,4,553,1,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"174",4300,5,555,1,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"175",6000,4,556,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"176",5500,4,557,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"177",NA,4,558,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"178",6000,4,561,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"179",2700,4,562,1,NA,NA,NA,1,4,1,5,1,110132.7,384142319
"180",5000,5,564,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"181",4000,5,565,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"182",3300,4,567,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"183",NA,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"184",6000,4,572,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"185",2400,4,573,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"186",3700,4,574,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"187",NA,4,576,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"188",NA,NA,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"189",NA,NA,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"190",3400,4,580,1,NA,NA,NA,1,4,1,5,2,110132.7,384142319
"191",NA,4,582,1,NA,NA,NA,NA,NA,NA,6,5,110132.7,384142319
"192",NA,4,583,2,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"193",NA,NA,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"194",NA,4,587,1,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"195",5000,4,591,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"196",3200,4,592,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"197",NA,4,593,1,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"198",3600,4,597,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"199",6000,5,599,1,NA,NA,NA,NA,4,5,5,1,110132.7,384142319
"200",3600,5,601,2,NA,NA,NA,1,1,1,5,6,110132.7,384142319
"201",200,4,602,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"202",NA,4,604,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"203",NA,4,606,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"204",7000,4,609,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"205",5000,4,611,2,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"206",200,4,612,1,NA,NA,NA,NA,2,5,5,1,110132.7,384142319
"207",4200,4,613,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"208",NA,4,614,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"209",300,4,620,2,NA,NA,NA,1,4,1,5,1,110132.7,384142319
"210",300,4,623,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"211",340,4,626,2,NA,NA,NA,1,6,1,5,4,110132.7,384142319
"212",350,4,628,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"213",300,4,629,2,NA,NA,NA,NA,6,5,5,2,110132.7,384142319
"214",NA,4,636,2,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"215",320,5,651,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"216",330,4,658,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"217",4300,4,660,2,NA,NA,NA,1,3,1,5,1,110132.7,384142319
"218",220,4,661,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"219",220,4,662,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"220",4853,4,663,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"221",NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"222",NA,5,667,1,4,2,5,NA,NA,NA,4,1,110132.7,384142319
"223",300,4,668,1,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"224",300,4,670,1,NA,NA,NA,1,6,1,5,1,110132.7,384142319
"225",400,4,677,4,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"226",250,4,680,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"227",NA,NA,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"228",270,4,682,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"229",10000,4,688,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"230",3500,4,690,2,NA,NA,NA,1,1,1,5,3,110132.7,384142319
"231",300,4,696,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"232",600,4,697,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"233",NA,4,703,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"234",300,5,705,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"235",1,4,715,1,NA,NA,NA,2,6,3,5,2,110132.7,384142319
"236",NA,4,717,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"237",2600,4,719,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"238",NA,NA,721,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"239",480,4,723,1,2,2,5,NA,0,5,5,2,110132.7,384142319
"240",NA,NA,724,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"241",250,4,727,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"242",7500,4,729,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"243",5300,4,732,2,NA,NA,NA,1,1,1,5,4,110132.7,384142319
"244",300,4,735,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"245",NA,4,737,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"246",NA,4,738,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"247",4600,4,741,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"248",NA,4,744,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"249",3,4,746,2,NA,NA,NA,2,4,2,5,2,110132.7,384142319
"250",4000,4,747,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"251",NA,4,750,2,2,2,5,NA,NA,NA,3,3,110132.7,384142319
"252",NA,4,752,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"253",NA,4,760,1,3,1,5,NA,NA,NA,4,NA,110132.7,384142319
"254",500,4,766,2,NA,NA,NA,NA,0,4,5,2,110132.7,384142319
"255",3200,4,769,2,NA,NA,NA,1,3,1,5,2,110132.7,384142319
"256",5700,4,770,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"257",NA,4,771,2,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
"258",NA,4,772,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"259",6000,5,773,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"260",3800,4,777,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"261",4000,4,778,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"262",2400,4,779,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"263",NA,4,780,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"264",220,4,784,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"265",2600,4,785,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"266",3900,4,786,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"267",NA,4,787,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"268",2700,4,788,2,NA,NA,NA,1,0,1,5,2,110132.7,384142319
"269",4400,4,791,1,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"270",NA,5,792,1,4,1,5,NA,NA,NA,4,2,110132.7,384142319
"271",500,4,793,2,NA,NA,NA,NA,0,4,5,1,110132.7,384142319
"272",220,4,798,1,NA,NA,NA,1,1,1,5,3,110132.7,384142319
"273",210,4,799,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"274",150,4,805,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"275",280,4,807,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"276",NA,NA,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"277",170,4,811,1,4,1,5,1,1,1,5,2,110132.7,384142319
"278",3200,4,812,1,NA,NA,NA,1,1,1,5,4,110132.7,384142319
"279",3400,4,814,1,NA,NA,NA,1,6,1,5,2,110132.7,384142319
"280",290,4,815,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"281",200,4,816,1,NA,NA,NA,1,8,1,5,2,110132.7,384142319
"282",300,4,819,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"283",270,5,820,1,4,1,5,2,2,1,5,5,110132.7,384142319
"284",3000,4,822,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"285",200,4,828,1,NA,NA,NA,2,3,1,5,2,110132.7,384142319
"286",1,4,829,1,NA,NA,NA,2,99,2,5,4,110132.7,384142319
"287",NA,5,833,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"288",5000,4,835,1,NA,NA,NA,NA,0,5,5,1,110132.7,384142319
"289",210,4,836,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"290",280,5,846,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"291",240,4,848,2,NA,NA,NA,1,4,1,5,1,110132.7,384142319
"292",240,4,854,1,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"293",270,5,855,2,NA,NA,NA,1,4,1,5,1,110132.7,384142319
"294",2800,4,863,1,NA,NA,NA,1,8,1,5,1,110132.7,384142319
"295",230,4,864,4,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"296",5500,4,865,2,NA,NA,NA,1,6,1,5,5,110132.7,384142319
"297",300,4,873,1,NA,NA,NA,1,6,1,5,3,110132.7,384142319
"298",NA,NA,878,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"299",6000,4,879,2,NA,NA,NA,1,1,1,5,1,110132.7,384142319
"300",300,4,882,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"301",NA,4,883,2,NA,NA,NA,NA,NA,NA,6,1,110132.7,384142319
"302",550,5,884,2,NA,NA,NA,NA,9,5,5,1,110132.7,384142319
"303",300,5,885,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"304",100,4,887,2,NA,NA,NA,2,8,2,5,4,110132.7,384142319
"305",5100,5,889,2,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"306",250,4,890,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"307",2,4,894,2,NA,NA,NA,2,0,3,5,2,110132.7,384142319
"308",400,4,895,2,NA,NA,NA,1,1,1,5,5,110132.7,384142319
"309",2200,4,902,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"310",10,4,909,1,NA,NA,NA,2,5,3,5,5,110132.7,384142319
"311",3800,4,912,2,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"312",7500,5,913,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"313",5000,4,914,2,NA,NA,NA,1,6,1,5,3,110132.7,384142319
"314",NA,NA,917,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"315",NA,NA,919,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"316",200,4,920,1,NA,NA,NA,1,2,1,5,4,110132.7,384142319
"317",NA,NA,921,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"318",NA,NA,923,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"319",4000,4,932,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"320",0.78,4,935,1,NA,NA,NA,2,0,2,5,3,110132.7,384142319
"321",4800,4,938,2,NA,NA,NA,1,2,1,5,1,110132.7,384142319
"322",NA,4,941,1,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"323",6000,4,942,1,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"324",350,4,943,2,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"325",NA,NA,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"326",NA,4,947,2,NA,NA,NA,NA,NA,NA,6,2,110132.7,384142319
"327",240,4,948,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"328",400,4,952,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"329",2700,4,953,1,NA,NA,NA,1,0,1,5,5,110132.7,384142319
"330",NA,5,954,2,NA,NA,NA,NA,NA,NA,6,4,110132.7,384142319
"331",160,4,955,1,NA,NA,NA,2,0,2,5,3,110132.7,384142319
"332",350,5,957,2,NA,NA,NA,1,1,1,5,2,110132.7,384142319
"333",NA,NA,958,NA,NA,NA,NA,NA,NA,NA,NA,NA,110132.7,384142319
"334",3700,4,959,1,NA,NA,NA,1,0,1,5,1,110132.7,384142319
"335",500,4,962,2,NA,NA,NA,NA,0,4,5,1,110132.7,384142319
"336",3850,4,963,1,NA,NA,NA,1,0,1,5,3,110132.7,384142319
"337",280,4,974,1,NA,NA,NA,1,2,1,5,2,110132.7,384142319
"338",4000,4,975,2,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"339",3000,4,976,1,NA,NA,NA,1,0,1,5,4,110132.7,384142319
"340",NA,4,977,1,NA,NA,NA,NA,NA,NA,6,3,110132.7,384142319
