"","y13b224","y13b225","w13edu","sampid","y13g101","y13a034","y13a065","y13a080","y13b308","y13b156z","y13b161","w13type","y13f310","y13g500","y13b22","y13g7"
"1",NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"2",2,240,4,3,1,NA,NA,NA,1,1,1,5,2,2,40,3000
"3",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2,200,4,12,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"5",2,200,4,15,2,NA,NA,NA,1,8,1,5,2,2,40,3000
"6",NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2,350,4,21,1,NA,NA,NA,1,0,1,5,2,2,40,4000
"8",2,350,4,22,1,NA,NA,NA,1,0,1,5,1,2,40,4500
"9",2,250,4,23,1,NA,NA,NA,1,6,1,5,2,2,40,3000
"10",2,290,4,26,1,NA,NA,NA,1,3,1,5,2,2,48,3500
"11",NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2,300,4,30,2,NA,NA,NA,1,2,1,5,1,1,40,4000
"13",2,300,4,32,1,NA,NA,NA,NA,4,5,5,2,2,30,3600
"14",1,4500,4,33,2,NA,NA,NA,1,2,1,5,2,2,40,5000
"15",2,400,4,36,2,NA,NA,NA,1,2,1,5,2,1,40,3000
"16",2,170,4,37,2,NA,NA,NA,2,0,1,5,2,1,40,2500
"17",2,170,4,38,2,NA,NA,NA,1,2,1,5,2,1,45,2500
"18",2,200,4,40,1,NA,NA,NA,NA,6,5,5,2,2,40,3000
"19",2,140,4,41,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"20",2,200,4,43,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"21",2,200,4,45,2,NA,NA,NA,1,0,1,5,5,1,60,2500
"22",NA,NA,5,51,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,3000
"23",2,180,4,52,1,NA,NA,NA,1,5,1,5,1,2,40,2800
"24",NA,NA,4,63,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,3500
"25",2,600,4,64,2,NA,NA,NA,1,3,1,5,1,2,40,10000
"26",2,180,4,68,2,NA,NA,NA,NA,5,5,5,1,1,60,2500
"27",2,300,4,69,2,NA,NA,NA,1,8,1,5,2,1,40,3600
"28",NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2,230,4,75,1,NA,NA,NA,1,6,1,5,1,2,40,3000
"30",2,200,4,76,1,NA,NA,NA,NA,6,5,5,2,2,70,3000
"31",2,350,4,79,2,NA,NA,NA,NA,6,5,5,2,1,48,5000
"32",2,300,5,81,2,NA,NA,NA,1,0,1,5,1,1,40,5000
"33",1,7800,4,84,2,NA,NA,NA,1,0,1,5,2,1,40,8000
"34",NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,4,92,2,NA,NA,NA,NA,NA,NA,6,4,1,NA,3000
"37",1,5200,4,94,2,NA,NA,NA,1,1,1,5,3,2,40,7000
"38",2,200,4,95,2,NA,NA,NA,1,2,1,5,1,1,20,3000
"39",1,2180,4,104,1,NA,NA,NA,1,8,1,5,1,2,50,2180
"40",NA,NA,4,108,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2000
"41",2,450,4,114,1,NA,NA,NA,1,0,1,5,2,2,40,5000
"42",1,2900,4,117,1,NA,NA,NA,1,6,1,5,2,2,40,3000
"43",NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",1,2800,4,134,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"47",NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",1,2970,4,144,1,NA,NA,NA,1,1,1,5,4,2,45,2200
"50",2,220,4,148,1,NA,NA,NA,1,0,1,5,3,2,48,2000
"51",2,300,4,150,1,NA,NA,NA,NA,4,5,5,2,2,50,2000
"52",1,2800,4,155,1,NA,NA,NA,1,0,1,5,3,2,50,2600
"53",NA,NA,4,156,1,2,1,5,NA,NA,NA,4,NA,2,NA,NA
"54",2,100,4,158,2,NA,NA,NA,NA,4,5,5,1,2,20,4000
"55",NA,NA,4,166,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,2300
"56",NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",2,330,4,179,1,NA,NA,NA,1,4,1,5,2,2,50,4700
"58",1,7000,4,185,2,NA,NA,NA,1,0,1,5,2,2,45,6000
"59",2,250,4,187,2,NA,NA,NA,1,1,1,5,3,1,55,2000
"60",NA,NA,4,188,2,NA,NA,NA,NA,NA,NA,6,4,1,NA,2600
"61",1,6000,4,193,1,NA,NA,NA,1,1,1,5,1,2,40,5000
"62",1,4200,4,194,1,1,1,5,1,2,1,5,2,2,40,4200
"63",NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",5,3,4,199,1,NA,NA,NA,2,2,2,5,4,2,12,3500
"65",NA,NA,5,201,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,4000
"66",1,2700,4,202,2,NA,NA,NA,1,0,1,5,4,2,44,2700
"67",NA,NA,4,212,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,3000
"68",1,5750,5,213,2,NA,NA,NA,1,1,1,5,3,1,35,8000
"69",2,200,4,214,2,NA,NA,NA,1,0,1,5,1,2,40,4000
"70",1,3360,4,216,1,NA,NA,NA,1,3,1,5,1,2,41,2400
"71",1,9090908,4,217,1,NA,NA,NA,1,4,1,5,1,2,40,5000
"72",NA,NA,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,NA,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,4,222,1,6,1,5,NA,NA,NA,4,2,2,NA,NA
"75",1,4000,4,223,1,NA,NA,NA,1,0,1,5,1,2,53,4200
"76",1,3600,4,224,1,NA,NA,NA,1,0,1,5,1,2,40,6000
"77",NA,NA,4,231,1,NA,NA,NA,NA,NA,NA,6,3,2,NA,8000
"78",NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2,300,4,247,2,NA,NA,NA,NA,7,5,5,1,1,50,4800
"80",1,4000,4,248,1,NA,NA,NA,NA,6,5,5,2,2,42,4000
"81",1,5000,4,249,2,NA,NA,NA,1,1,1,5,2,2,40,5000
"82",1,7500,4,254,2,NA,NA,NA,1,1,1,5,1,1,40,6000
"83",1,5000,4,255,2,NA,NA,NA,1,0,1,5,1,1,45,6000
"84",1,5000,4,257,2,NA,NA,NA,2,0,2,5,1,1,40,5000
"85",1,2300,4,258,1,NA,NA,NA,1,1,1,5,1,2,55,3000
"86",1,3000,4,270,1,NA,NA,NA,2,2,1,5,2,2,40,3000
"87",2,240,4,272,1,NA,NA,NA,1,4,1,5,2,2,40,2000
"88",NA,NA,4,277,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,1800
"89",NA,NA,4,278,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2500
"90",NA,NA,4,280,2,NA,NA,NA,NA,NA,NA,6,3,2,NA,2800
"91",1,2500,4,281,1,NA,NA,NA,1,1,1,5,2,2,40,2800
"92",NA,NA,4,282,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"93",2,250,4,283,2,NA,NA,NA,1,0,1,5,2,2,40,3800
"94",1,3000,4,285,1,NA,NA,NA,1,2,1,5,2,2,52,3200
"95",2,140,4,287,2,NA,NA,NA,1,0,1,5,4,1,22,4000
"96",2,100,4,290,2,NA,NA,NA,1,0,1,5,1,1,40,5000
"97",1,3200,4,292,1,NA,NA,NA,1,4,1,5,5,2,42,3700
"98",1,10000,4,296,1,NA,NA,NA,1,1,1,5,1,2,50,11000
"99",2,200,4,312,1,NA,NA,NA,NA,4,5,5,2,2,45,2800
"100",5,0.835,4,313,1,NA,NA,NA,2,1,2,5,2,2,45,3600
"101",5,3,4,315,2,NA,NA,NA,NA,5,5,5,2,1,12,9090908
"102",NA,NA,NA,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,4,328,2,NA,NA,NA,NA,NA,NA,6,3,1,NA,3000
"105",NA,NA,NA,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",1,3000,4,338,1,NA,NA,NA,1,0,1,5,3,2,48,3300
"107",2,380,4,360,2,NA,NA,NA,1,0,1,5,3,2,47,3600
"108",2,320,4,361,2,NA,NA,NA,1,4,1,5,2,2,45,3000
"109",NA,NA,NA,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,NA,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",1,4000,4,375,2,NA,NA,NA,1,0,1,5,3,2,45,4000
"112",1,3600,4,385,1,NA,NA,NA,1,0,1,5,5,2,40,1400
"113",NA,NA,4,386,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,4000
"114",1,8000,4,387,1,NA,NA,NA,1,8,1,5,1,2,40,9000
"115",1,2000,4,389,1,NA,NA,NA,1,4,1,5,5,2,60,1500
"116",2,200,4,390,1,NA,NA,NA,1,0,1,5,4,2,40,1400
"117",2,350,4,391,1,NA,NA,NA,1,0,1,5,5,2,40,2000
"118",NA,NA,4,396,1,NA,NA,NA,NA,NA,NA,6,3,2,NA,3500
"119",2,332,4,405,2,NA,NA,NA,1,3,1,5,4,1,44,7000
"120",1,3000,4,410,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"121",1,3100,4,411,2,NA,NA,NA,1,0,1,5,2,2,40,2800
"122",NA,NA,4,414,2,NA,NA,NA,NA,NA,NA,6,2,2,NA,2400
"123",1,3064,5,416,2,NA,NA,NA,1,0,1,5,1,1,40,3600
"124",1,2000,4,419,1,NA,NA,NA,1,0,1,5,2,2,40,2400
"125",1,3000,4,421,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"126",1,5300,4,422,1,NA,NA,NA,1,1,1,5,2,2,40,1200
"127",NA,NA,4,424,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,4500
"128",2,220,4,425,1,NA,NA,NA,1,4,1,5,2,2,40,2600
"129",1,3600,4,426,1,NA,NA,NA,1,2,1,5,2,2,40,3000
"130",NA,NA,4,429,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2400
"131",2,200,5,442,1,NA,NA,NA,1,3,1,5,1,2,40,3000
"132",1,4000,4,445,1,NA,NA,NA,1,0,1,5,2,2,40,3600
"133",1,2000,4,450,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"134",1,4800,4,458,2,NA,NA,NA,1,1,1,5,2,1,40,5000
"135",1,4000,4,459,1,NA,NA,NA,1,3,1,5,1,2,40,5000
"136",2,170,4,462,1,NA,NA,NA,1,4,1,5,2,2,40,2000
"137",2,300,4,470,2,NA,NA,NA,NA,6,5,5,2,1,55,4000
"138",2,250,4,472,1,NA,NA,NA,1,4,1,5,4,2,44,3500
"139",1,3800,4,473,1,NA,NA,NA,1,5,1,5,1,2,40,4500
"140",2,380,4,474,2,NA,NA,NA,1,0,1,5,2,1,51,5000
"141",2,192,4,478,1,NA,NA,NA,1,1,1,5,1,2,45,2500
"142",2,200,4,479,1,NA,NA,NA,1,0,1,5,2,2,46,3000
"143",1,3500,4,482,2,NA,NA,NA,1,0,1,5,2,2,38,4000
"144",1,5500,4,483,2,NA,NA,NA,1,0,1,5,1,1,40,3600
"145",NA,NA,5,491,2,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"146",2,600,4,493,2,NA,NA,NA,NA,1,5,5,4,1,45,10000
"147",2,200,4,494,2,NA,NA,NA,NA,5,5,5,2,2,60,3000
"148",1,3500,4,495,1,NA,NA,NA,1,0,1,5,3,2,40,4000
"149",1,3500,4,496,2,NA,NA,NA,1,2,1,5,3,1,40,4000
"150",2,300,5,497,2,NA,NA,NA,1,3,1,5,3,1,40,4000
"151",1,5000,4,498,2,NA,NA,NA,1,0,1,5,2,1,44,6000
"152",1,9090908,5,503,2,NA,NA,NA,1,1,1,5,4,1,42,5000
"153",2,300,4,509,1,NA,NA,NA,1,6,1,5,1,2,51,4000
"154",1,4000,4,512,1,NA,NA,NA,1,1,1,5,1,2,45,4500
"155",2,300,4,515,1,NA,NA,NA,1,0,1,5,2,2,40,4000
"156",NA,NA,4,516,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,4000
"157",1,3800,5,517,2,NA,NA,NA,1,1,1,5,2,1,40,4500
"158",2,150,4,518,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"159",2,250,4,521,1,NA,NA,NA,NA,8,5,5,2,2,49,5000
"160",1,3000,4,523,1,NA,NA,NA,1,1,1,5,1,2,45,4000
"161",1,4000,4,527,1,NA,NA,NA,1,0,1,5,2,2,40,3600
"162",1,4800,4,529,2,NA,NA,NA,2,6,2,5,3,1,55,4000
"163",1,4500,4,530,1,NA,NA,NA,1,1,1,5,2,2,43,4000
"164",2,250,4,531,1,NA,NA,NA,1,99,1,5,2,2,40,3000
"165",NA,NA,NA,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",1,9000,4,537,2,NA,NA,NA,1,0,1,5,3,1,43,7000
"167",NA,NA,4,538,2,NA,NA,NA,NA,NA,NA,6,3,1,NA,3000
"168",NA,NA,4,539,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,3600
"169",1,2000,4,540,1,NA,NA,NA,1,3,1,5,4,2,43,2000
"170",2,90,4,542,2,NA,NA,NA,NA,2,5,5,1,2,4,2000
"171",1,4000,4,544,2,NA,NA,NA,1,2,1,5,4,2,42,3000
"172",1,4500,4,545,2,NA,NA,NA,1,2,1,5,1,1,40,3000
"173",1,3200,4,553,1,NA,NA,NA,1,1,1,5,2,2,45,3000
"174",1,4200,5,555,1,NA,NA,NA,1,3,1,5,2,2,53,4000
"175",1,4600,4,556,1,NA,NA,NA,1,6,1,5,4,2,50,4000
"176",1,5300,4,557,1,NA,NA,NA,1,1,1,5,1,2,43,4000
"177",NA,NA,4,558,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,3600
"178",1,5200,4,561,1,NA,NA,NA,1,1,1,5,2,2,46,4800
"179",1,2700,4,562,1,NA,NA,NA,1,4,1,5,2,2,46,2400
"180",1,6000,5,564,2,NA,NA,NA,1,2,1,5,4,2,45,5000
"181",1,5000,5,565,2,NA,NA,NA,1,1,1,5,3,2,43,4000
"182",1,3200,4,567,1,NA,NA,NA,1,0,1,5,2,2,43,3000
"183",NA,NA,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",1,6000,4,572,1,NA,NA,NA,1,1,1,5,2,2,43,5000
"185",NA,NA,4,573,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,3000
"186",1,3400,4,574,1,NA,NA,NA,1,1,1,5,3,2,43,3000
"187",1,3600,4,576,1,NA,NA,NA,1,4,1,5,2,2,43,3200
"188",NA,NA,NA,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",NA,NA,NA,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",1,3400,4,580,1,NA,NA,NA,1,4,1,5,2,2,46,3000
"191",1,2400,4,582,1,NA,NA,NA,2,0,1,5,2,2,45,2400
"192",1,4200,4,583,1,NA,NA,NA,NA,0,5,5,2,2,66,3600
"193",NA,NA,NA,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",1,2500,4,587,1,NA,NA,NA,2,3,2,5,2,2,40,2000
"195",1,4300,4,591,1,NA,NA,NA,1,1,1,5,2,2,46,4000
"196",1,3200,4,592,1,NA,NA,NA,1,1,1,5,3,2,45,3000
"197",NA,NA,4,593,1,NA,NA,NA,NA,NA,NA,6,3,2,NA,2800
"198",1,3500,4,597,1,NA,NA,NA,1,0,1,5,2,2,41,3000
"199",2,450,5,599,1,NA,NA,NA,NA,4,5,5,2,2,27,4000
"200",1,3200,5,601,2,NA,NA,NA,1,1,1,5,2,2,45,3000
"201",1,2500,4,602,2,NA,NA,NA,1,0,1,5,2,2,41,2500
"202",NA,NA,4,604,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,3000
"203",1,4000,4,606,2,NA,NA,NA,1,2,1,5,3,2,43,4000
"204",1,7500,4,609,2,NA,NA,NA,1,1,1,5,1,1,45,6000
"205",1,4700,4,611,2,NA,NA,NA,1,0,1,5,5,2,55,5000
"206",1,3600,4,612,1,NA,NA,NA,NA,2,5,5,2,2,16,3000
"207",1,3400,4,613,1,NA,NA,NA,1,0,1,5,1,2,45,3000
"208",NA,NA,4,614,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3000
"209",2,300,4,620,2,NA,NA,NA,1,4,1,5,1,1,40,4000
"210",2,300,4,623,2,NA,NA,NA,1,1,1,5,3,1,40,5000
"211",2,400,4,626,2,NA,NA,NA,1,6,1,5,1,2,43,6000
"212",2,320,4,628,2,NA,NA,NA,1,0,1,5,1,1,40,6000
"213",2,600,4,629,2,NA,NA,NA,NA,6,5,5,2,1,54,5000
"214",NA,NA,4,636,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,5000
"215",2,400,5,651,2,NA,NA,NA,1,0,1,5,2,2,42,6000
"216",2,250,4,658,4,NA,NA,NA,2,1,1,5,2,2,40,5000
"217",1,4200,4,660,2,NA,NA,NA,1,3,1,5,2,2,55,4000
"218",2,220,4,661,1,NA,NA,NA,1,2,1,5,2,2,40,3000
"219",2,250,4,662,2,NA,NA,NA,1,0,1,5,3,2,40,5000
"220",1,4500,4,663,2,NA,NA,NA,1,2,1,5,1,1,40,4500
"221",2,300,4,666,1,NA,NA,NA,1,0,1,5,1,2,40,5000
"222",NA,NA,4,667,1,4,2,5,NA,NA,NA,4,2,2,NA,NA
"223",2,250,4,668,1,NA,NA,NA,1,0,1,5,2,2,40,3500
"224",2,250,4,670,1,NA,NA,NA,1,6,1,5,1,2,40,5000
"225",1,4000,4,677,2,NA,NA,NA,1,6,1,5,2,2,40,5000
"226",1,3000,4,680,1,NA,NA,NA,1,6,1,5,3,2,55,3000
"227",2,300,5,681,1,NA,NA,NA,1,2,1,5,1,2,40,5000
"228",2,250,4,682,1,NA,NA,NA,1,6,1,5,2,2,40,5000
"229",1,9000,4,688,2,NA,NA,NA,1,0,1,5,2,1,45,7000
"230",NA,NA,4,690,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,3500
"231",2,300,4,696,2,NA,NA,NA,1,0,1,5,1,2,48,3800
"232",2,450,4,697,1,NA,NA,NA,1,1,1,5,2,2,41,7000
"233",NA,NA,4,703,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3000
"234",2,300,5,705,2,NA,NA,NA,1,2,1,5,1,1,40,6000
"235",4,10,4,715,1,NA,NA,NA,2,6,2,5,2,2,42,2800
"236",1,3000,4,717,2,NA,NA,NA,1,0,1,5,1,2,40,3500
"237",2,3000,4,719,2,NA,NA,NA,1,2,1,5,1,1,48,8000
"238",NA,NA,NA,721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",2,250,4,723,1,2,1,5,1,0,1,5,1,2,40,3500
"240",1,9000,4,724,2,NA,NA,NA,1,0,1,5,1,1,40,8000
"241",2,250,4,727,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"242",2,500,4,729,2,NA,NA,NA,1,0,1,5,2,1,45,3000
"243",1,5000,4,732,1,NA,NA,NA,1,1,1,5,1,2,50,5500
"244",2,250,4,735,1,NA,NA,NA,1,0,1,5,1,2,48,4000
"245",NA,NA,4,737,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,1200
"246",NA,NA,4,738,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2400
"247",NA,NA,NA,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",NA,NA,4,744,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,3000
"249",2,200,4,746,2,NA,NA,NA,1,4,1,5,1,2,40,2000
"250",2,300,4,747,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"251",2,100,4,750,2,NA,NA,NA,NA,2,5,5,2,1,16,2000
"252",NA,NA,4,752,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2400
"253",NA,NA,4,760,1,3,1,5,NA,NA,NA,4,2,2,NA,NA
"254",2,500,4,766,2,NA,NA,NA,NA,0,4,5,1,1,50,7000
"255",1,3000,4,769,2,NA,NA,NA,1,3,1,5,1,1,45,3300
"256",2,400,4,770,2,NA,NA,NA,1,1,1,5,2,1,40,4200
"257",NA,NA,4,771,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2400
"258",NA,NA,4,772,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,3000
"259",1,5000,5,773,2,NA,NA,NA,1,1,1,5,1,1,45,7000
"260",1,3700,4,777,2,NA,NA,NA,1,0,1,5,2,2,40,3000
"261",2,240,4,778,2,NA,NA,NA,1,0,1,5,2,1,40,2800
"262",2,200,4,779,1,NA,NA,NA,1,0,1,5,2,2,40,2400
"263",NA,NA,4,780,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2400
"264",2,200,4,784,1,NA,NA,NA,1,0,1,5,1,2,40,2500
"265",1,2400,4,785,1,NA,NA,NA,1,1,1,5,2,2,40,2400
"266",1,3900,4,786,1,NA,NA,NA,1,1,1,5,2,2,45,3000
"267",NA,NA,4,787,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2400
"268",1,2600,4,788,2,NA,NA,NA,1,0,1,5,2,2,40,2400
"269",1,4200,4,791,1,NA,NA,NA,1,1,1,5,2,2,40,3600
"270",NA,NA,5,792,1,4,1,5,NA,NA,NA,4,2,2,NA,NA
"271",2,400,4,793,2,NA,NA,NA,1,0,1,5,2,2,48,2000
"272",2,220,4,798,1,NA,NA,NA,1,1,1,5,2,2,40,2500
"273",2,280,4,799,1,NA,NA,NA,1,0,1,5,3,2,40,1500
"274",NA,NA,4,805,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2300
"275",NA,NA,NA,807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",NA,NA,NA,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",NA,NA,4,811,1,4,1,5,NA,NA,NA,4,2,2,NA,NA
"278",2,300,4,812,1,NA,NA,NA,1,1,1,5,2,2,40,2000
"279",2,220,4,814,1,NA,NA,NA,1,0,1,5,3,2,40,2000
"280",2,280,4,815,1,NA,NA,NA,1,0,1,5,3,2,40,2100
"281",2,230,4,816,1,NA,NA,NA,1,8,1,5,2,2,40,2000
"282",2,280,4,819,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"283",NA,NA,5,820,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"284",2,210,4,822,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"285",2,260,4,828,1,NA,NA,NA,1,3,1,5,3,2,40,2000
"286",NA,NA,4,829,1,NA,NA,NA,NA,NA,NA,6,3,2,NA,2500
"287",NA,NA,5,833,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2000
"288",NA,NA,4,835,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2600
"289",2,270,4,836,1,NA,NA,NA,1,1,1,5,2,2,40,2000
"290",2,400,5,846,2,NA,NA,NA,1,2,1,5,2,1,48,2000
"291",NA,NA,4,848,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2000
"292",2,300,4,854,1,NA,NA,NA,1,1,1,5,2,2,40,2500
"293",NA,NA,NA,855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",1,3000,4,863,1,NA,NA,NA,1,8,1,5,1,2,40,2000
"295",2,240,4,864,4,NA,NA,NA,1,0,1,5,2,2,40,2000
"296",1,5300,4,865,2,NA,NA,NA,1,1,1,5,5,1,44,5300
"297",2,400,4,873,1,NA,NA,NA,1,6,1,5,3,2,58,4000
"298",NA,NA,NA,878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",1,5500,4,879,1,NA,NA,NA,1,1,1,5,2,2,44,4000
"300",1,3000,4,882,2,NA,NA,NA,1,0,1,5,1,1,40,2500
"301",NA,NA,4,883,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3000
"302",1,4000,5,884,2,NA,NA,NA,NA,9,5,5,2,1,50,3500
"303",1,2400,5,885,2,NA,NA,NA,1,0,1,5,1,1,40,2000
"304",2,150,4,887,2,NA,NA,NA,2,0,2,5,4,2,24,1500
"305",1,4000,5,889,2,NA,NA,NA,1,0,1,5,3,1,50,3000
"306",1,3000,4,890,2,NA,NA,NA,1,2,1,5,1,1,50,2500
"307",NA,NA,4,894,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,1200
"308",2,360,4,895,2,NA,NA,NA,1,1,1,5,1,1,40,4500
"309",2,190,4,902,1,NA,NA,NA,1,0,1,5,3,2,40,2400
"310",2,150,4,909,1,NA,NA,NA,2,5,2,5,1,2,48,1800
"311",NA,NA,NA,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",1,7100,5,913,2,NA,NA,NA,1,1,1,5,2,1,50,7000
"313",1,5000,4,914,2,NA,NA,NA,1,6,1,5,3,1,45,2760
"314",NA,NA,NA,917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",NA,NA,4,919,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,3000
"316",2,116,4,920,1,NA,NA,NA,1,0,1,5,1,2,35,3500
"317",5,0.8,4,921,1,NA,NA,NA,2,0,2,5,4,2,12,2600
"318",NA,NA,NA,923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",1,4000,4,932,1,NA,NA,NA,1,1,1,5,1,2,40,3890
"320",5,0.75,4,935,1,NA,NA,NA,2,0,2,5,3,2,40,2400
"321",2,300,4,938,2,NA,NA,NA,1,2,1,5,1,1,50,5000
"322",NA,NA,4,941,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,4000
"323",2,230,4,942,1,NA,NA,NA,1,0,1,5,2,2,41,5000
"324",2,300,4,943,1,NA,NA,NA,1,2,1,5,1,2,52,6000
"325",2,200,4,945,1,NA,NA,NA,1,1,1,5,3,2,52,9090908
"326",NA,NA,4,947,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,3600
"327",1,3300,4,948,1,NA,NA,NA,1,0,1,5,2,2,45,2400
"328",1,5000,4,952,2,NA,NA,NA,1,0,1,5,3,1,45,5000
"329",2,200,4,953,1,NA,NA,NA,1,0,1,5,4,2,56,3600
"330",NA,NA,5,954,2,NA,NA,NA,NA,NA,NA,6,4,2,NA,2600
"331",4,8,4,955,1,NA,NA,NA,2,99,3,5,5,2,40,9090908
"332",2,300,5,957,1,NA,NA,NA,1,1,1,5,2,2,44,3500
"333",NA,NA,NA,958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",1,3200,4,959,1,NA,NA,NA,1,0,1,5,5,2,40,2000
