"id","출생연도","성별","배우자월평균소득_400미만","아이양육자","직업군대분류","고용형태","최종학력","취업유무","조사연도","g115"
"2598",1985,1,1,0,0,1,0,1,2019,6
"2598",1985,1,0,0,2,1,0,1,2020,7
"2624",1983,1,1,0,2,2,0,1,2016,6
"2624",1983,1,1,0,2,2,0,1,2017,6
"2624",1983,1,1,0,2,1,0,1,2020,6
"2632",1980,0,1,0,2,1,0,1,2016,0
"2632",1980,0,1,0,2,1,0,1,2017,0
"2633",1982,1,1,0,1,1,0,1,2016,6
"2633",1982,1,1,0,1,1,0,1,2019,5
"2633",1982,1,0,0,1,1,0,1,2020,7
"2649",1980,0,1,1,1,1,0,1,2016,5
"2649",1980,0,1,0,1,1,0,1,2017,0
"2649",1980,0,1,0,1,1,0,1,2020,0
"2653",1986,1,1,0,0,1,0,1,2016,5
"2653",1986,1,1,1,0,1,0,1,2017,4
"2653",1986,1,1,1,0,1,0,1,2018,6
"2653",1986,1,0,0,0,1,0,1,2019,7
"2653",1986,1,1,0,0,1,0,1,2020,6
"2663",1986,0,1,0,2,1,0,1,2016,5
"2663",1986,0,1,0,2,1,0,1,2019,0
"2663",1986,0,1,0,2,1,0,1,2020,0
"2683",1978,0,1,0,0,1,0,1,2016,0
"2683",1978,0,1,0,0,1,0,1,2017,0
"2683",1978,0,1,0,0,1,0,1,2018,0
"2683",1978,0,1,0,0,1,0,1,2019,0
"2683",1978,0,1,0,0,1,0,1,2020,0
"2694",1984,0,1,0,2,1,0,1,2016,0
"2694",1984,0,1,0,2,1,0,1,2017,0
"2694",1984,0,1,0,2,1,0,1,2018,0
"2694",1984,0,1,0,2,1,0,1,2019,0
"2694",1984,0,1,0,2,1,0,1,2020,0
"2703",1983,1,1,0,-1,-1,0,0,2016,4
"2703",1983,1,1,0,-1,-1,0,0,2017,5
"2703",1983,1,1,0,-1,-1,0,0,2018,5
"2708",1984,1,1,0,-1,-1,0,0,2016,0
"2708",1984,1,0,0,1,1,0,1,2020,7
"2709",1983,1,1,0,2,1,0,1,2016,0
"2709",1983,1,1,0,2,1,0,1,2017,6
"2709",1983,1,1,0,2,1,0,1,2018,6
"2709",1983,1,0,0,2,1,0,1,2019,7
"2709",1983,1,0,0,2,1,0,1,2020,7
"2718",1981,1,0,0,-1,-1,0,0,2019,7
"2718",1981,1,0,0,-1,-1,0,0,2020,7
"2744",1985,1,1,0,-1,-1,0,0,2016,0
"2744",1985,1,1,0,-1,-1,0,0,2017,0
"2744",1985,1,1,0,-1,-1,0,0,2018,0
"2744",1985,1,0,0,-1,-1,0,0,2019,7
"2745",1981,0,1,0,1,1,1,1,2016,0
"2745",1981,0,1,0,1,1,1,1,2017,5
"2745",1981,0,1,0,1,1,1,1,2018,0
"2745",1981,0,1,0,1,1,1,1,2019,0
"2745",1981,0,1,0,1,1,1,1,2020,0
"2803",1981,1,1,0,2,1,0,1,2016,5
"2803",1981,1,1,1,2,1,0,1,2017,5
"2803",1981,1,1,1,2,1,0,1,2018,5
"2836",1981,1,0,0,-1,-1,0,0,2016,7
"2850",1978,1,0,0,-1,-1,0,0,2016,7
"2850",1978,1,1,0,-1,-1,0,0,2017,0
"2850",1978,1,1,0,-1,-1,0,0,2018,0
"2850",1978,1,1,0,-1,-1,0,0,2019,6
"2850",1978,1,0,0,-1,-1,0,0,2020,8
"2856",1979,1,1,0,-1,-1,0,0,2016,6
"2856",1979,1,1,0,-1,-1,0,0,2017,6
"2856",1979,1,0,0,-1,-1,0,0,2020,7
"2878",1978,0,1,0,2,1,0,1,2016,0
"2878",1978,0,1,0,2,1,0,1,2019,0
"2878",1978,0,1,1,2,1,0,1,2020,0
"2887",1982,1,1,0,2,1,0,1,2016,0
"2887",1982,1,1,0,2,1,0,1,2017,6
"2887",1982,1,1,0,2,1,0,1,2018,6
"2887",1982,1,1,0,2,1,0,1,2019,6
"2887",1982,1,0,0,2,1,0,1,2020,7
"2892",1979,1,1,0,2,1,1,1,2016,4
"2892",1979,1,0,0,2,1,1,1,2017,8
"2892",1979,1,1,0,2,1,1,1,2018,6
"2892",1979,1,0,0,2,1,1,1,2019,7
"2892",1979,1,0,0,2,1,1,1,2020,8
"2894",1979,0,1,1,2,1,1,1,2016,6
"2894",1979,0,1,1,2,1,1,1,2017,4
"2894",1979,0,0,1,2,1,1,1,2018,7
"2894",1979,0,0,1,2,1,1,1,2019,8
"2894",1979,0,0,1,2,1,1,1,2020,8
"2904",1986,1,1,0,-1,-1,0,0,2016,5
"2904",1986,1,0,0,-1,-1,0,0,2017,7
"2904",1986,1,1,1,1,1,0,1,2018,3
"2904",1986,1,0,0,-1,-1,0,0,2019,7
"2904",1986,1,0,0,-1,-1,0,0,2020,7
"2918",1981,0,1,0,0,1,0,1,2016,0
"2938",1987,1,1,0,-1,-1,0,0,2016,6
"2938",1987,1,1,0,2,1,0,1,2020,6
"2943",1981,0,1,0,1,1,0,1,2016,0
"2943",1981,0,1,0,1,1,0,1,2017,0
"2943",1981,0,1,0,1,1,0,1,2018,0
"2947",1982,0,1,0,2,1,0,1,2016,0
"2947",1982,0,1,0,2,1,0,1,2017,0
"2947",1982,0,1,1,2,1,0,1,2018,0
"2947",1982,0,1,0,2,1,0,1,2019,0
"2947",1982,0,1,0,2,1,0,1,2020,1
"2948",1981,0,1,0,1,1,0,1,2016,0
"2948",1981,0,1,0,1,1,0,1,2017,0
"2948",1981,0,1,0,1,1,0,1,2018,0
"2948",1981,0,1,0,1,1,0,1,2019,0
"2958",1982,1,1,0,-1,-1,0,0,2016,6
"2958",1982,1,1,0,-1,-1,0,0,2017,6
"2965",1985,1,1,0,-1,-1,0,0,2016,6
"2965",1985,1,1,0,-1,-1,0,0,2017,6
"2965",1985,1,1,0,-1,-1,0,0,2018,5
"2965",1985,1,1,0,-1,-1,0,0,2019,6
"2965",1985,1,0,0,-1,-1,0,0,2020,7
"2986",1983,0,1,0,0,1,0,1,2016,0
"2986",1983,0,1,0,0,1,0,1,2017,0
"2986",1983,0,1,0,0,1,0,1,2018,0
"2986",1983,0,1,0,0,1,0,1,2019,0
"2986",1983,0,1,0,0,1,0,1,2020,0
"2990",1982,1,0,0,-1,-1,0,0,2016,7
"2990",1982,1,1,0,-1,-1,0,0,2017,2
"2990",1982,1,0,0,-1,-1,0,0,2018,8
"2990",1982,1,0,0,-1,-1,0,0,2019,8
"2990",1982,1,0,0,-1,-1,0,0,2020,8
"2998",1983,0,1,0,2,1,0,1,2016,0
"2998",1983,0,1,0,2,1,0,1,2017,0
"2998",1983,0,1,0,2,1,0,1,2018,0
"2998",1983,0,1,0,2,1,0,1,2019,0
"2998",1983,0,1,0,2,1,0,1,2020,0
"2999",1985,1,1,0,-1,-1,0,0,2016,6
"2999",1985,1,1,0,-1,-1,0,0,2017,0
"2999",1985,1,1,0,-1,-1,0,0,2018,6
"2999",1985,1,0,0,-1,-1,0,0,2020,8
"3018",1981,1,1,0,-1,-1,0,0,2016,5
"3018",1981,1,1,0,-1,-1,0,0,2017,4
"3018",1981,1,1,0,0,1,0,1,2018,4
"3018",1981,1,1,0,0,1,0,1,2019,4
"3018",1981,1,1,0,0,1,0,1,2020,5
"3026",1984,1,1,0,-1,-1,0,0,2016,6
"3026",1984,1,1,0,-1,-1,0,0,2017,4
"3026",1984,1,1,0,-1,-1,0,0,2018,3
"3026",1984,1,1,0,-1,-1,0,0,2019,6
"3026",1984,1,1,0,-1,-1,0,0,2020,5
"3028",1979,0,1,0,1,1,0,1,2016,0
"3028",1979,0,1,0,1,1,0,1,2017,0
"3065",1983,0,1,0,0,1,0,1,2016,0
"3065",1983,0,1,0,0,1,0,1,2018,0
"3065",1983,0,1,0,0,1,0,1,2019,0
"3065",1983,0,1,0,0,1,0,1,2020,0
"3101",1985,1,0,0,-1,-1,1,0,2016,7
"3101",1985,1,0,0,-1,-1,1,0,2017,8
"3101",1985,1,0,0,-1,-1,1,0,2018,8
"3101",1985,1,0,0,-1,-1,1,0,2019,8
"3101",1985,1,0,0,-1,-1,1,0,2020,8
"3104",1985,1,0,0,-1,-1,0,0,2016,7
"3104",1985,1,1,0,2,2,0,1,2017,6
"3104",1985,1,0,0,2,1,0,1,2018,7
"3104",1985,1,0,0,2,2,0,1,2019,8
"3108",1980,1,0,0,-1,-1,0,0,2016,7
"3108",1980,1,1,0,0,1,0,1,2017,6
"3108",1980,1,0,0,-1,-1,0,0,2018,7
"3120",1982,1,1,0,-1,-1,0,0,2016,0
"3120",1982,1,1,0,-1,-1,0,0,2017,5
"3129",1982,1,1,0,0,1,1,1,2016,5
"3129",1982,1,1,0,0,1,1,1,2017,6
"3129",1982,1,1,1,0,1,1,1,2018,6
"3129",1982,1,0,0,0,1,1,1,2019,7
"3129",1982,1,1,0,0,1,1,1,2020,6
"3160",1980,1,1,0,-1,-1,0,0,2016,5
"3160",1980,1,1,0,-1,-1,0,0,2017,5
"3160",1980,1,1,0,-1,-1,0,0,2018,5
"3160",1980,1,1,0,-1,-1,0,0,2019,4
"3160",1980,1,1,0,-1,-1,0,0,2020,5
"3161",1983,1,1,1,-1,-1,0,0,2016,6
"3161",1983,1,1,1,2,1,0,1,2017,6
"3161",1983,1,1,1,2,1,0,1,2018,6
"3161",1983,1,1,1,2,1,0,1,2019,6
"3161",1983,1,1,1,2,1,0,1,2020,6
"3164",1980,0,1,0,2,1,0,1,2016,0
"3164",1980,0,1,0,2,1,0,1,2017,0
"3164",1980,0,1,0,2,1,0,1,2018,0
"3166",1981,1,1,1,0,1,0,1,2016,6
"3166",1981,1,1,1,0,1,0,1,2017,6
"3166",1981,1,1,1,0,1,0,1,2018,6
"3175",1981,1,0,1,2,2,0,1,2016,7
"3175",1981,1,1,1,2,2,0,1,2017,0
"3175",1981,1,0,1,2,2,0,1,2018,7
"3175",1981,1,1,0,2,1,0,1,2019,0
"3175",1981,1,1,1,2,1,0,1,2020,0
"3203",1982,1,1,1,0,1,0,1,2016,4
"3203",1982,1,1,0,-1,-1,0,0,2018,5
"3203",1982,1,1,1,0,1,0,1,2020,5
"3258",1980,1,1,1,0,1,0,1,2016,4
"3258",1980,1,1,1,0,1,0,1,2017,5
"3258",1980,1,1,1,0,1,0,1,2019,5
"3304",1984,1,1,0,-1,-1,0,0,2016,6
"3304",1984,1,0,0,-1,-1,0,0,2018,8
"3314",1986,1,0,0,-1,-1,0,0,2016,8
"3314",1986,1,0,0,-1,-1,0,0,2017,7
"3314",1986,1,0,0,-1,-1,0,0,2018,8
"3314",1986,1,0,0,1,1,0,1,2019,7
"3314",1986,1,0,0,1,1,0,1,2020,7
"3319",1984,1,0,0,2,1,0,1,2016,8
"3319",1984,1,1,1,0,1,0,1,2017,6
"3341",1983,1,0,0,2,1,0,1,2016,7
"3341",1983,1,0,0,-1,-1,0,0,2017,7
"3341",1983,1,0,0,2,1,0,1,2018,7
"3341",1983,1,0,0,2,1,0,1,2019,7
"3341",1983,1,0,0,2,1,0,1,2020,8
"3345",1984,0,1,1,0,1,0,1,2016,6
"3345",1984,0,1,0,0,1,0,1,2017,5
"3345",1984,0,1,0,0,1,0,1,2018,0
"3345",1984,0,1,0,0,1,0,1,2019,6
"3361",1984,1,0,0,-1,-1,0,0,2016,7
"3361",1984,1,1,0,-1,-1,0,0,2017,6
"3361",1984,1,0,0,-1,-1,0,0,2018,8
"3361",1984,1,0,0,-1,-1,0,0,2019,8
"3361",1984,1,0,0,-1,-1,0,0,2020,8
"3383",1979,1,0,0,-1,-1,0,0,2016,7
"3383",1979,1,0,0,-1,-1,0,0,2017,7
"3383",1979,1,0,0,-1,-1,0,0,2020,7
"3395",1990,0,1,1,2,1,0,1,2016,0
"3395",1990,0,1,0,2,1,0,1,2017,0
"3395",1990,0,1,0,0,1,0,1,2018,0
"3395",1990,0,1,0,0,1,0,1,2019,0
"3395",1990,0,1,0,0,1,0,1,2020,0
"3478",1984,1,0,1,2,1,0,1,2016,9
"3478",1984,1,0,1,2,1,0,1,2017,9
"3478",1984,1,1,0,2,1,0,1,2018,6
"3478",1984,1,0,0,2,1,0,1,2019,9
"3478",1984,1,0,0,2,1,0,1,2020,9
"3493",1989,1,0,0,-1,-1,0,0,2016,8
"3493",1989,1,1,0,-1,-1,0,0,2017,0
"3493",1989,1,1,0,-1,-1,0,0,2018,0
"3493",1989,1,1,0,-1,-1,0,0,2019,0
"3493",1989,1,1,0,-1,-1,0,0,2020,0
"3502",1982,1,0,0,0,1,0,1,2016,7
"3502",1982,1,1,1,0,1,0,1,2017,6
"3502",1982,1,1,1,0,1,0,1,2018,6
"3502",1982,1,0,0,0,1,0,1,2019,7
"3502",1982,1,0,0,0,1,0,1,2020,7
"3511",1982,0,1,0,0,1,1,1,2016,0
"3511",1982,0,1,0,1,1,1,1,2017,0
"3511",1982,0,1,1,1,1,1,1,2018,0
"3511",1982,0,1,1,0,1,1,1,2019,0
"3511",1982,0,1,1,0,1,1,1,2020,0
"3583",1980,1,1,0,0,2,0,1,2016,6
"3584",1979,1,0,0,0,1,0,1,2016,7
"3584",1979,1,1,0,0,1,0,1,2017,6
"3584",1979,1,1,0,0,1,0,1,2018,6
"3584",1979,1,1,1,0,1,0,1,2019,6
"3657",1988,1,1,0,-1,-1,0,0,2016,5
"3657",1988,1,1,0,-1,-1,0,0,2017,6
"3657",1988,1,1,0,-1,-1,0,0,2018,0
"3657",1988,1,0,0,-1,-1,0,0,2019,7
"3661",1978,0,1,1,2,1,0,1,2016,2
"3661",1978,0,1,0,2,1,0,1,2017,0
"3661",1978,0,1,1,2,1,0,1,2018,3
"3705",1978,1,0,0,-1,-1,0,0,2016,7
"3705",1978,1,1,0,-1,-1,0,0,2018,0
"3734",1982,1,1,0,0,1,0,1,2016,6
"3734",1982,1,1,0,-1,-1,0,0,2017,6
"3734",1982,1,1,0,0,1,0,1,2018,6
"3734",1982,1,0,0,0,1,0,1,2019,7
"3736",1988,1,1,0,-1,-1,0,0,2016,0
"3736",1988,1,1,1,-1,-1,0,0,2017,6
"3736",1988,1,1,0,-1,-1,0,0,2018,6
"3736",1988,1,1,0,-1,-1,0,0,2019,6
"3736",1988,1,1,0,-1,-1,0,0,2020,6
"3737",1991,1,1,1,2,1,0,1,2016,4
"3737",1991,1,1,1,2,1,0,1,2017,4
"3737",1991,1,1,1,2,1,1,1,2018,6
"3737",1991,1,1,1,2,1,1,1,2019,5
"3737",1991,1,1,0,2,1,1,1,2020,6
"3750",1981,0,1,0,2,1,0,1,2016,0
"3750",1981,0,1,0,2,1,0,1,2017,0
"3750",1981,0,1,0,2,1,0,1,2018,0
"3781",1982,0,1,0,0,1,0,1,2016,0
"3781",1982,0,0,1,0,1,0,1,2017,8
"3781",1982,0,0,1,0,1,0,1,2018,8
"3781",1982,0,0,1,0,1,0,1,2019,8
"3781",1982,0,0,0,0,1,0,1,2020,8
"3790",1979,1,1,0,-1,-1,0,0,2016,6
"3790",1979,1,1,0,-1,-1,0,0,2017,0
"3790",1979,1,1,0,2,2,0,1,2018,6
"3790",1979,1,1,0,2,1,0,1,2019,5
"3790",1979,1,1,0,2,1,0,1,2020,4
"3798",1978,0,0,0,1,1,0,1,2016,8
"3799",1985,1,1,0,-1,-1,0,0,2016,0
"3799",1985,1,1,0,-1,-1,0,0,2017,5
"3799",1985,1,1,0,-1,-1,0,0,2018,0
"3799",1985,1,1,0,-1,-1,0,0,2019,6
"3799",1985,1,1,0,-1,-1,0,0,2020,6
"3823",1979,0,1,0,0,1,0,1,2016,0
"3823",1979,0,1,0,0,1,0,1,2017,0
"3823",1979,0,1,0,-1,-1,0,0,2018,0
"3860",1984,0,1,0,1,1,0,1,2016,0
"3860",1984,0,1,0,1,1,0,1,2018,0
"3860",1984,0,1,0,1,1,0,1,2019,0
"3860",1984,0,1,0,1,1,0,1,2020,1
"3869",1983,0,1,1,0,1,0,1,2016,6
"3869",1983,0,1,1,2,1,0,1,2017,6
"3869",1983,0,1,0,2,1,0,1,2018,6
"3869",1983,0,1,1,2,1,0,1,2019,6
"3869",1983,0,0,0,2,1,0,1,2020,9
"3890",1985,1,1,1,0,1,0,1,2016,5
"3890",1985,1,1,1,0,1,0,1,2017,5
"3890",1985,1,1,1,0,1,0,1,2018,5
"3913",1983,0,1,0,1,1,1,1,2016,0
"3913",1983,0,1,0,1,1,1,1,2017,0
"3913",1983,0,1,0,1,1,1,1,2018,4
"3913",1983,0,1,1,1,1,1,1,2019,4
"3913",1983,0,1,1,1,2,1,1,2020,5
"3921",1983,1,1,0,-1,-1,0,0,2016,6
"3935",1983,1,1,0,-1,-1,0,0,2016,6
"3935",1983,1,1,0,-1,-1,0,0,2017,5
"3938",1980,1,1,0,-1,-1,1,0,2016,6
"3938",1980,1,0,0,-1,-1,1,0,2017,7
"3938",1980,1,0,0,-1,-1,1,0,2018,7
"3938",1980,1,0,0,-1,-1,1,0,2019,7
"3965",1981,0,1,0,0,1,0,1,2016,3
"3965",1981,0,1,0,0,1,0,1,2017,0
"3965",1981,0,1,0,0,1,0,1,2018,0
"3965",1981,0,1,0,0,1,0,1,2019,4
"3965",1981,0,1,0,0,1,0,1,2020,4
"3971",1982,1,1,0,-1,-1,0,0,2016,0
"3971",1982,1,1,0,2,2,0,1,2017,5
"3971",1982,1,1,0,-1,-1,0,0,2018,5
"3985",1979,1,0,1,0,1,1,1,2016,8
"3985",1979,1,0,1,0,1,1,1,2017,8
"4026",1983,1,1,0,0,2,0,1,2016,4
"4032",1982,0,1,1,0,1,0,1,2016,3
"4032",1982,0,1,1,0,1,0,1,2017,2
"4032",1982,0,1,1,0,1,0,1,2018,5
"4040",1980,0,1,0,0,1,0,1,2016,4
"4040",1980,0,1,0,0,1,0,1,2018,4
"4040",1980,0,1,0,0,1,0,1,2019,4
"4040",1980,0,1,0,0,1,0,1,2020,4
"4041",1982,0,1,0,1,1,0,1,2016,0
"4041",1982,0,1,0,1,1,0,1,2017,0
"4041",1982,0,1,0,1,1,0,1,2018,0
"4041",1982,0,1,0,1,1,0,1,2019,0
"4041",1982,0,1,0,1,1,0,1,2020,0
"4045",1983,1,1,0,-1,-1,0,0,2016,5
"4045",1983,1,1,0,-1,-1,0,0,2017,6
"4045",1983,1,0,0,-1,-1,0,0,2018,8
"4045",1983,1,1,0,-1,-1,0,0,2019,6
"4046",1981,0,1,0,0,1,0,1,2016,0
"4046",1981,0,1,0,0,1,0,1,2017,0
"4046",1981,0,0,1,0,1,0,1,2018,7
"4046",1981,0,0,1,0,1,0,1,2019,8
"4046",1981,0,0,1,0,1,0,1,2020,7
"4061",1987,1,1,0,-1,-1,0,0,2016,6
"4061",1987,1,1,0,-1,-1,0,0,2017,6
"4061",1987,1,0,0,-1,-1,0,0,2018,7
"4061",1987,1,1,0,-1,-1,0,0,2019,5
"4061",1987,1,1,0,-1,-1,0,0,2020,5
"4071",1983,0,1,1,2,1,0,1,2016,3
"4071",1983,0,1,0,2,1,0,1,2017,0
"4071",1983,0,1,0,2,1,0,1,2018,0
"4071",1983,0,1,0,2,1,0,1,2019,0
"4129",1978,0,1,0,0,1,0,1,2016,0
"4130",1980,1,0,0,2,1,1,1,2016,8
"4143",1983,1,1,0,-1,-1,0,0,2020,6
"4157",1985,1,1,1,2,1,0,1,2016,6
"4157",1985,1,0,0,-1,-1,0,0,2018,8
"4157",1985,1,0,1,0,1,0,1,2019,8
"4157",1985,1,0,0,0,1,0,1,2020,7
"4184",1982,0,1,0,2,2,0,1,2016,0
"4184",1982,0,1,0,2,2,0,1,2017,0
"4184",1982,0,1,0,2,2,0,1,2018,0
"4184",1982,0,1,0,2,2,0,1,2019,0
"4184",1982,0,1,0,2,2,0,1,2020,0
"4210",1980,0,1,0,2,1,0,1,2016,0
"4210",1980,0,1,0,2,1,0,1,2017,0
"4210",1980,0,1,0,2,1,0,1,2018,0
"4210",1980,0,1,0,2,1,0,1,2019,0
"4215",1983,1,0,0,-1,-1,1,0,2016,7
"4215",1983,1,0,0,-1,-1,1,0,2017,7
"4215",1983,1,0,0,-1,-1,1,0,2018,8
"4215",1983,1,0,1,2,1,1,1,2019,7
"4220",1978,1,0,0,-1,-1,0,0,2016,8
"4220",1978,1,0,0,-1,-1,0,0,2017,8
"4220",1978,1,0,0,-1,-1,0,0,2018,7
"4220",1978,1,0,0,-1,-1,0,0,2019,8
"4220",1978,1,0,0,-1,-1,0,0,2020,8
"4226",1985,0,1,0,1,1,0,1,2016,0
"4226",1985,0,1,0,1,1,0,1,2017,0
"4226",1985,0,1,0,1,1,0,1,2018,0
"4253",1982,1,0,0,-1,-1,1,0,2016,8
"4253",1982,1,0,0,-1,-1,1,0,2017,8
"4253",1982,1,0,0,-1,-1,1,0,2018,8
"4253",1982,1,0,0,-1,-1,1,0,2019,8
"4292",1979,0,1,1,2,1,1,1,2016,4
"4292",1979,0,1,1,2,1,1,1,2017,2
"4292",1979,0,1,0,2,1,1,1,2018,0
"4333",1984,0,1,0,1,1,0,1,2016,1
"4333",1984,0,1,0,1,1,0,1,2017,0
"4333",1984,0,1,0,1,1,0,1,2018,0
"4333",1984,0,1,0,1,1,0,1,2019,0
"4333",1984,0,1,0,1,1,0,1,2020,0
"4342",1982,1,0,0,2,2,0,1,2016,7
"4380",1982,1,1,0,2,1,0,1,2016,6
"4380",1982,1,0,0,2,1,0,1,2018,9
"4382",1984,1,0,0,-1,-1,0,0,2016,7
"4382",1984,1,1,0,-1,-1,0,0,2017,4
"4382",1984,1,1,0,-1,-1,0,0,2018,0
"4392",1981,0,1,0,1,1,0,1,2016,0
"4392",1981,0,1,0,1,1,0,1,2017,0
"4392",1981,0,1,1,1,1,0,1,2018,0
"4392",1981,0,1,1,1,1,0,1,2019,0
"4392",1981,0,1,1,1,1,0,1,2020,0
"4420",1981,1,0,0,-1,-1,0,0,2016,7
"4421",1981,1,0,0,-1,-1,0,0,2016,8
"4421",1981,1,0,0,-1,-1,0,0,2017,8
"4421",1981,1,0,0,-1,-1,0,0,2018,8
"4421",1981,1,0,0,-1,-1,0,0,2019,7
"4421",1981,1,0,0,-1,-1,0,0,2020,8
"4455",1981,0,1,0,0,1,0,1,2016,0
"4455",1981,0,1,0,0,1,0,1,2017,0
"4455",1981,0,1,0,0,1,0,1,2018,0
"4455",1981,0,1,0,0,1,0,1,2019,0
"4457",1987,1,1,0,-1,-1,1,0,2016,6
"4457",1987,1,1,0,-1,-1,1,0,2017,6
"4457",1987,1,1,0,-1,-1,1,0,2018,6
"4457",1987,1,0,0,-1,-1,1,0,2019,7
"4457",1987,1,1,0,-1,-1,1,0,2020,6
"4464",1981,1,1,0,-1,-1,0,0,2016,6
"4464",1981,1,1,0,-1,-1,0,0,2017,6
"4464",1981,1,0,0,-1,-1,0,0,2018,7
"4465",1984,0,1,0,0,2,0,1,2016,0
"4465",1984,0,1,0,0,2,0,1,2017,0
"4465",1984,0,1,0,0,1,0,1,2018,0
"4465",1984,0,1,0,0,1,0,1,2019,0
"4465",1984,0,1,0,0,1,0,1,2020,1
"4478",1982,1,1,0,-1,-1,0,0,2016,6
"4478",1982,1,0,0,-1,-1,0,0,2017,7
"4478",1982,1,1,0,-1,-1,0,0,2018,6
"4478",1982,1,1,0,-1,-1,0,0,2019,5
"4492",1981,0,1,0,2,1,0,1,2016,0
"4492",1981,0,1,1,2,1,0,1,2017,0
"4492",1981,0,1,1,2,1,0,1,2018,6
"4492",1981,0,1,1,2,1,0,1,2019,6
"4492",1981,0,1,1,2,1,0,1,2020,5
"4496",1982,0,1,0,0,1,0,1,2016,0
"4496",1982,0,1,0,0,1,0,1,2017,0
"4496",1982,0,1,0,0,1,0,1,2018,6
"4496",1982,0,1,0,0,1,0,1,2019,6
"4496",1982,0,0,0,0,1,0,1,2020,7
"4506",1979,0,1,0,0,1,0,1,2016,0
"4506",1979,0,1,0,0,1,0,1,2017,0
"4506",1979,0,1,0,0,1,0,1,2018,0
"4506",1979,0,1,0,0,1,0,1,2019,0
"4506",1979,0,1,0,0,1,0,1,2020,0
"4524",1980,0,1,1,1,1,0,1,2016,5
"4524",1980,0,1,1,1,1,0,1,2017,3
"4524",1980,0,1,0,1,1,0,1,2018,0
"4524",1980,0,1,0,1,1,0,1,2019,0
"4524",1980,0,1,1,1,1,0,1,2020,5
"4531",1982,0,1,0,1,1,1,1,2016,5
"4531",1982,0,0,0,-1,-1,1,0,2019,7
"4531",1982,0,0,1,1,2,1,1,2020,7
"4602",1980,1,1,0,-1,-1,0,0,2016,6
"4602",1980,1,1,0,-1,-1,0,0,2018,0
"4602",1980,1,1,0,-1,-1,0,0,2019,0
"4602",1980,1,1,0,-1,-1,0,0,2020,0
"4606",1983,1,1,0,0,1,0,1,2016,6
"4606",1983,1,1,0,0,1,0,1,2017,6
"4606",1983,1,1,0,0,1,0,1,2018,6
"4626",1982,1,1,0,-1,-1,1,0,2016,5
"4626",1982,1,1,0,-1,-1,1,0,2018,5
"4626",1982,1,1,0,-1,-1,1,0,2019,0
"4643",1983,1,1,0,0,1,0,1,2016,5
"4643",1983,1,1,0,0,1,0,1,2017,6
"4643",1983,1,1,1,0,1,0,1,2018,0
"4643",1983,1,1,1,0,1,0,1,2019,6
"4643",1983,1,0,1,0,1,0,1,2020,7
"4760",1983,0,1,0,2,1,0,1,2016,0
"4760",1983,0,1,0,2,1,0,1,2017,5
"4760",1983,0,1,0,2,1,0,1,2018,0
"4760",1983,0,1,0,2,1,0,1,2019,0
"4760",1983,0,1,0,2,1,0,1,2020,0
"4770",1980,1,1,0,0,1,0,1,2016,6
"4798",1985,1,1,0,2,1,0,1,2020,6
"4799",1987,1,1,1,-1,-1,0,0,2016,6
"4799",1987,1,0,0,-1,-1,0,0,2017,7
"4799",1987,1,0,1,-1,-1,0,0,2018,8
"4799",1987,1,0,0,0,1,0,1,2019,8
"4799",1987,1,1,0,0,1,0,1,2020,6
"4822",1980,1,0,1,-1,-1,0,0,2016,7
"4822",1980,1,1,0,-1,-1,0,0,2018,0
"4879",1982,0,1,0,0,1,0,1,2016,0
"4879",1982,0,1,0,0,1,0,1,2017,0
"4909",1980,1,1,0,-1,-1,0,0,2016,5
"4909",1980,1,1,0,0,1,0,1,2017,5
"4909",1980,1,1,0,0,1,0,1,2018,6
"4909",1980,1,0,0,0,1,0,1,2019,8
"4909",1980,1,0,0,0,1,0,1,2020,7
"4910",1981,1,1,0,-1,-1,0,0,2016,5
"4911",1985,1,1,1,2,2,1,1,2017,6
"4911",1985,1,1,0,2,2,1,1,2018,6
"4911",1985,1,1,1,2,2,1,1,2019,6
"4911",1985,1,0,1,2,2,1,1,2020,7
"4959",1982,1,1,0,-1,-1,0,0,2016,6
"4959",1982,1,1,0,-1,-1,0,0,2017,6
"4959",1982,1,1,0,-1,-1,0,0,2018,4
"4959",1982,1,1,0,-1,-1,0,0,2019,0
"4959",1982,1,1,0,0,1,0,1,2020,0
"5034",1982,1,1,1,2,1,0,1,2016,5
"5034",1982,1,1,0,-1,-1,0,0,2017,5
"5034",1982,1,1,0,-1,-1,0,0,2018,6
"5051",1980,1,0,0,-1,-1,1,0,2016,7
"5051",1980,1,0,0,-1,-1,1,0,2018,7
"5051",1980,1,0,0,-1,-1,1,0,2019,8
"5098",1978,0,1,0,0,1,0,1,2016,0
"5112",1978,1,1,0,-1,-1,0,0,2016,0
"5112",1978,1,1,0,-1,-1,0,0,2017,6
"5113",1978,0,1,0,1,1,1,1,2016,6
"5113",1978,0,1,0,1,1,1,1,2017,5
"5113",1978,0,1,0,1,1,1,1,2018,0
"5113",1978,0,1,0,1,1,1,1,2019,2
"5113",1978,0,1,0,1,1,1,1,2020,6
"5115",1983,1,0,1,0,1,0,1,2020,7
"5120",1980,0,1,0,0,1,0,1,2016,0
"5120",1980,0,1,0,0,1,0,1,2017,0
"5120",1980,0,1,0,0,1,0,1,2018,0
"5120",1980,0,0,1,0,1,0,1,2019,7
