"","y10b224","y10b225","yob","gender","w10edu","sampid","y10a034","y10g101","y10a065","y10a080","y10b308","y10b156z","y10b161","w10type","y10f310","y10g500","y10b22","y10g7"
"2641",NA,NA,1978,2,4,7733,NA,2,NA,NA,NA,NA,NA,6,4,1,NA,1200
"2642",1,2200,1988,2,4,7737,NA,1,NA,NA,1,4,1,5,1,2,40,1800
"2643",NA,NA,1981,2,4,7741,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2400
"2644",1,4000,1980,2,4,7743,NA,2,NA,NA,NA,6,4,5,2,1,70,2400
"2645",2,380,1982,1,4,7744,NA,2,NA,NA,1,2,1,5,2,1,40,3000
"2646",2,280,1985,2,4,7745,NA,2,NA,NA,NA,1,5,5,1,2,30,2400
"2647",2,250,1983,1,4,7746,NA,1,NA,NA,1,3,1,5,1,2,60,3000
"2648",1,3600,1986,2,4,7750,NA,1,NA,NA,1,0,1,5,1,2,40,3800
"2649",NA,NA,1979,2,4,7752,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,2400
"2650",NA,NA,1979,2,4,7754,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,2000
"2651",2,350,1983,1,4,7755,NA,2,NA,NA,1,1,1,5,2,1,45,3500
"2652",NA,NA,1991,1,4,7756,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,1500
"2653",NA,NA,1982,1,4,7759,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,1800
"2654",NA,NA,1993,2,4,7761,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"2655",2,250,1985,1,4,7764,NA,1,NA,NA,1,0,1,5,1,2,47,4000
"2656",2,200,1989,1,4,7768,NA,1,NA,NA,1,2,1,5,2,2,40,1800
"2657",1,2200,1983,2,4,7770,NA,1,NA,NA,1,0,1,5,3,2,45,2000
"2658",1,2200,1991,2,4,7771,NA,1,NA,NA,1,0,1,5,1,2,40,3500
"2659",NA,NA,1992,2,4,7773,6,1,2,5,NA,NA,NA,4,1,2,NA,NA
"2660",NA,NA,1980,2,4,7776,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,5000
"2661",1,4300,1985,1,5,7778,NA,1,NA,NA,1,0,1,5,1,2,40,3000
"2662",1,4000,1988,1,4,7785,NA,1,NA,NA,1,1,1,5,1,2,45,3500
"2663",NA,NA,1980,1,4,7787,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,2000
"2664",NA,NA,1984,2,4,7788,NA,2,NA,NA,NA,NA,NA,6,5,1,NA,2000
"2665",NA,NA,1991,1,4,7789,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2400
"2666",NA,NA,1980,2,4,7790,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,4000
"2667",NA,NA,1982,2,4,7795,NA,2,NA,NA,NA,NA,NA,6,3,1,NA,3000
"2668",1,2400,1987,1,4,7796,NA,1,NA,NA,1,1,1,5,3,2,55,2800
"2669",NA,NA,1989,1,4,7797,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2500
"2670",1,2500,1986,2,4,7798,NA,1,NA,NA,1,0,1,5,1,2,48,2500
"2671",1,5000,1979,1,5,7799,NA,2,NA,NA,1,2,1,5,1,2,40,2000
"2672",1,3400,1981,2,4,7801,NA,1,NA,NA,1,0,1,5,2,2,43,2800
"2673",NA,NA,1992,1,4,7803,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"2674",NA,NA,1990,2,4,7807,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2400
"2675",1,6000,1983,1,4,7824,NA,1,NA,NA,1,1,1,5,2,2,40,5000
"2676",NA,NA,1990,1,4,7825,4,1,2,5,NA,NA,NA,4,1,2,NA,NA
"2677",NA,NA,1988,1,4,7829,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,2000
"2678",2,9090908,1987,1,4,7831,NA,1,NA,NA,1,2,1,5,2,2,40,2500
"2679",1,4000,1980,1,4,7832,NA,2,NA,NA,1,0,1,5,1,1,42,2000
"2680",2,200,1989,2,4,7834,NA,2,NA,NA,1,2,1,5,1,2,40,3000
"2681",1,3600,1988,1,4,7843,NA,1,NA,NA,1,0,1,5,2,2,40,3600
"2682",NA,NA,1984,2,4,7844,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,1800
"2683",1,3000,1988,1,4,7845,NA,1,NA,NA,1,0,1,5,4,2,40,3600
"2684",2,250,1981,1,4,7846,NA,1,NA,NA,NA,1,5,5,1,2,50,3000
"2685",2,200,1991,1,4,7853,NA,1,NA,NA,1,2,1,5,2,2,40,2400
"2686",2,200,1988,1,4,7854,NA,1,NA,NA,2,2,2,5,2,2,40,2400
"2687",2,154,1988,2,4,7858,NA,1,NA,NA,2,0,1,5,2,2,40,1800
"2688",2,260,1980,1,4,7860,NA,2,NA,NA,NA,2,5,5,4,2,40,2400
"2689",2,200,1982,2,4,7861,NA,1,NA,NA,1,0,1,5,3,2,40,1300
"2690",2,170,1987,2,4,7864,NA,1,NA,NA,1,5,1,5,2,2,50,2500
"2691",2,320,1983,1,5,7867,NA,1,NA,NA,1,2,1,5,2,2,40,2000
"2692",NA,NA,1979,2,4,7876,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,3000
"2693",NA,NA,1983,2,4,7878,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,1800
"2694",2,220,1981,1,4,7880,NA,2,NA,NA,1,0,1,5,1,2,40,2000
"2695",1,3000,1983,1,4,7881,NA,1,NA,NA,1,0,1,5,2,2,40,3000
"2696",1,3500,1986,2,4,7882,NA,1,NA,NA,1,8,1,5,2,2,45,3000
"2697",1,3600,1980,2,4,7884,NA,2,NA,NA,1,0,1,5,2,2,40,3000
"2698",NA,NA,1983,2,4,7885,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,3000
"2699",2,500,1982,1,4,7893,NA,2,NA,NA,2,1,2,5,1,1,40,7000
"2700",1,2500,1985,1,4,7895,NA,1,NA,NA,1,0,1,5,2,2,40,2500
"2701",1,6000,1992,2,4,7899,NA,1,NA,NA,1,1,1,5,1,2,40,5000
"2702",NA,NA,1992,2,4,7900,NA,1,NA,NA,NA,NA,NA,6,5,2,NA,2200
"2703",NA,NA,1989,1,4,7901,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2000
"2704",1,4000,1981,2,4,7908,NA,2,NA,NA,1,3,1,5,1,1,40,2400
"2705",NA,NA,1988,1,4,7910,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2500
"2706",NA,NA,1983,2,5,7924,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,2000
"2707",1,3000,1986,2,5,7927,NA,1,NA,NA,2,2,1,5,4,2,40,3500
"2708",2,9090908,1982,1,4,7928,NA,1,NA,NA,1,0,1,5,4,2,40,5000
"2709",2,250,1988,1,4,7931,2,4,4,5,2,2,1,5,3,2,50,4000
"2710",2,160,1989,2,4,7932,NA,1,NA,NA,1,4,1,5,1,2,45,2000
"2711",1,4300,1983,1,4,7935,NA,2,NA,NA,1,2,1,5,1,2,40,2400
"2712",NA,NA,1981,2,4,7939,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,3000
"2713",NA,NA,1983,2,4,7940,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2000
"2714",1,2700,1989,2,4,7943,NA,1,NA,NA,1,0,1,5,2,2,40,2500
"2715",1,1800,1982,1,4,7947,NA,1,NA,NA,2,4,2,5,1,2,30,2000
"2716",2,150,1985,1,4,7948,NA,1,NA,NA,NA,0,4,5,3,2,55,5000
"2717",2,200,1989,1,4,7949,NA,1,NA,NA,1,2,1,5,3,2,40,2000
"2718",1,2400,1986,2,4,7951,NA,1,NA,NA,1,0,1,5,2,2,40,2400
"2719",2,300,1983,1,4,7953,NA,1,NA,NA,NA,6,5,5,2,2,67,2400
"2720",1,4500,1983,1,4,7954,NA,2,NA,NA,1,0,1,5,2,2,40,5000
"2721",1,3500,1980,1,4,7960,NA,1,NA,NA,1,0,1,5,2,2,43,3600
"2722",1,2000,1989,2,4,7961,NA,1,NA,NA,1,4,1,5,2,2,40,2000
"2723",2,150,1991,2,4,7962,NA,1,NA,NA,2,0,1,5,3,2,50,2400
"2724",2,250,1981,1,4,7964,NA,1,NA,NA,2,0,2,5,2,2,50,3000
"2725",2,135,1985,2,4,7967,NA,1,NA,NA,1,0,1,5,1,2,40,2000
"2726",NA,NA,1992,1,4,7968,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,1800
"2727",NA,NA,1990,1,4,7969,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"2728",2,170,1986,2,4,7971,NA,1,NA,NA,1,2,1,5,1,2,45,2400
"2729",NA,NA,1987,1,4,7972,NA,1,NA,NA,NA,NA,NA,6,4,2,NA,3000
"2730",NA,NA,1982,1,5,7974,4,1,1,5,NA,NA,NA,4,2,2,NA,NA
"2731",1,3000,1987,1,4,7975,NA,1,NA,NA,1,6,1,5,1,2,48,3000
"2732",5,2.1,1986,2,4,7977,NA,1,NA,NA,2,2,2,5,1,2,12,2000
"2733",1,4500,1981,2,4,7978,NA,1,NA,NA,1,2,1,5,1,2,40,5000
"2734",NA,NA,1990,1,4,7980,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"2735",1,4200,1984,1,4,7984,NA,1,NA,NA,1,1,1,5,2,2,40,3000
"2736",2,180,1988,1,4,7985,NA,1,NA,NA,1,6,1,5,1,2,40,3000
"2737",2,300,1978,1,4,7986,NA,2,NA,NA,1,0,1,5,2,1,54,4500
"2738",NA,NA,1983,1,4,7987,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,3600
"2739",2,500,1978,1,4,7989,NA,2,NA,NA,NA,5,5,5,1,1,75,3000
"2740",NA,NA,1991,2,4,7990,NA,1,NA,NA,NA,NA,NA,6,4,2,NA,1500
"2741",2,130,1983,2,4,7995,NA,1,NA,NA,1,2,1,5,2,2,40,2000
"2742",1,3000,1986,2,4,7996,NA,2,NA,NA,1,5,1,5,2,1,40,2000
"2743",2,300,1983,1,4,7999,NA,1,NA,NA,NA,6,4,5,2,2,70,3000
"2744",NA,NA,1983,2,4,8000,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,2400
"2745",2,250,1991,2,4,8004,NA,1,NA,NA,1,3,1,5,2,2,40,3000
"2746",1,6000,1989,1,4,8007,NA,1,NA,NA,1,1,1,5,2,2,40,5000
"2747",2,420,1990,1,4,8013,NA,1,NA,NA,1,6,1,5,4,2,40,4000
"2748",1,6500,1979,2,4,8015,NA,2,NA,NA,1,0,1,5,2,1,52,3500
"2749",1,4000,1982,2,4,8024,NA,2,NA,NA,NA,6,4,5,2,1,40,3000
"2750",2,160,1985,2,4,8027,NA,2,NA,NA,1,0,1,5,2,2,40,2500
"2751",2,250,1980,1,4,8030,NA,1,NA,NA,1,4,1,5,2,2,40,3000
"2752",2,200,1981,1,4,8034,NA,2,NA,NA,1,0,1,5,1,2,40,3300
"2753",2,200,1979,1,5,8038,NA,2,NA,NA,2,2,2,5,1,1,60,3000
"2754",1,3650,1987,2,4,8043,NA,1,NA,NA,1,2,1,5,2,2,40,3500
"2755",NA,NA,1979,2,4,8044,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,3000
"2756",1,3200,1988,1,5,8047,NA,1,NA,NA,1,0,1,5,3,2,45,2500
"2757",1,3400,1980,1,4,8048,NA,2,NA,NA,1,0,1,5,1,1,45,2500
"2758",2,250,1981,1,4,8052,NA,2,NA,NA,1,0,1,5,4,1,70,3500
"2759",NA,NA,1989,2,4,8053,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,1800
"2760",1,5000,1990,2,4,8057,NA,1,NA,NA,1,0,1,5,2,2,40,3600
"2761",NA,NA,1983,2,4,8058,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,3000
"2762",2,260,1989,1,4,8061,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"2763",1,4800,1982,1,4,8064,NA,2,NA,NA,1,1,1,5,4,1,35,2400
"2764",1,4800,1983,1,4,8067,NA,2,NA,NA,1,0,1,5,1,1,50,6000
"2765",NA,NA,1985,2,4,8075,NA,2,NA,NA,NA,NA,NA,6,4,1,NA,2500
"2766",NA,NA,1988,2,4,8077,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,3000
"2767",NA,NA,1988,1,4,8083,NA,1,NA,NA,NA,NA,NA,6,5,2,NA,1200
"2768",2,150,1988,2,4,8088,NA,1,NA,NA,1,0,1,5,4,2,45,5000
"2769",2,136,1989,2,4,8090,NA,1,NA,NA,2,0,1,5,4,2,40,1900
"2770",2,350,1983,1,4,8093,NA,1,NA,NA,2,2,2,5,1,2,48,2500
"2771",1,5500,1986,2,4,8096,NA,1,NA,NA,1,0,1,5,1,2,45,4500
"2772",2,200,1985,1,4,8098,NA,1,NA,NA,1,0,1,5,2,2,44,3000
"2773",NA,NA,1990,2,4,8103,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,3000
"2774",2,200,1989,1,4,8105,NA,1,NA,NA,1,3,1,5,1,2,40,2400
"2775",2,150,1990,2,4,8108,NA,1,NA,NA,2,0,2,5,2,2,40,2800
"2776",2,350,1980,1,4,8117,NA,1,NA,NA,NA,0,5,5,2,2,50,4800
"2777",1,3200,1982,1,4,8118,NA,1,NA,NA,1,2,1,5,1,2,40,4000
"2778",2,180,1985,2,4,8119,NA,1,NA,NA,1,0,1,5,2,2,40,2400
"2779",1,3500,1981,2,4,8128,NA,1,NA,NA,1,0,1,5,2,2,40,2500
"2780",NA,NA,1983,2,4,8129,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2500
"2781",2,210,1983,1,4,8131,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"2782",1,3300,1988,1,4,8135,NA,1,NA,NA,1,0,1,5,2,2,48,3000
"2783",2,180,1992,2,4,8141,NA,1,NA,NA,1,0,1,5,1,2,40,2200
"2784",NA,NA,1988,1,4,8145,3,1,1,5,NA,NA,NA,4,2,2,NA,NA
"2785",1,4200,1983,1,4,8149,NA,2,NA,NA,1,0,1,5,2,1,55,3800
"2786",1,5000,1982,2,5,8150,NA,2,NA,NA,1,1,1,5,2,2,50,5000
"2787",NA,NA,1989,1,4,8151,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2600
"2788",2,180,1984,2,4,8152,NA,1,NA,NA,1,8,1,5,2,2,40,1800
"2789",1,4500,1983,1,4,8153,NA,1,NA,NA,1,1,1,5,1,2,45,3000
"2790",1,5600,1979,1,4,8161,NA,2,NA,NA,1,1,1,5,2,2,56,5000
"2791",NA,NA,1979,2,4,8163,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2400
"2792",2,270,1988,2,4,8165,NA,1,NA,NA,1,2,1,5,2,2,45,2400
"2793",2,200,1979,2,4,8167,NA,1,NA,NA,NA,2,4,5,2,2,42,3000
"2794",5,0.6,1993,2,4,8168,NA,1,NA,NA,2,5,3,5,2,2,40,2200
"2795",2,200,1981,1,4,8169,NA,2,NA,NA,1,0,1,5,2,1,40,2000
"2796",1,7000,1981,1,5,8170,NA,2,NA,NA,1,1,1,5,4,1,42,5000
"2797",2,200,1988,2,4,8172,NA,1,NA,NA,1,3,1,5,2,2,40,2000
"2798",NA,NA,1988,2,4,8173,6,1,1,5,NA,NA,NA,4,4,2,NA,NA
"2799",2,300,1981,1,4,8176,NA,2,NA,NA,1,6,1,5,2,1,40,3000
"2800",2,220,1990,2,4,8180,NA,2,NA,NA,1,0,1,5,2,2,40,1800
"2801",1,1800,1991,2,4,8182,NA,1,NA,NA,1,0,2,5,1,2,45,2500
"2802",1,4500,1984,1,4,8183,NA,2,NA,NA,1,0,1,5,1,2,40,3000
"2803",1,4000,1983,1,4,8187,NA,2,NA,NA,1,6,1,5,2,2,60,2500
"2804",NA,NA,1982,2,4,8189,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2500
"2805",2,380,1981,1,4,8190,NA,2,NA,NA,1,8,1,5,2,2,40,2500
"2806",2,600,1978,1,4,8191,NA,2,NA,NA,1,0,1,5,1,1,40,7000
"2807",2,220,1987,1,4,8197,NA,1,NA,NA,1,2,1,5,2,2,40,2000
"2808",NA,NA,1987,2,4,8200,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,3000
"2809",NA,NA,1988,2,4,8201,NA,1,NA,NA,NA,NA,NA,6,4,2,NA,1800
"2810",1,3500,1986,1,4,8202,NA,1,NA,NA,1,4,1,5,4,2,40,2000
"2811",NA,NA,1978,2,4,8205,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,1700
"2812",1,4500,1984,1,4,8210,NA,1,NA,NA,1,0,1,5,1,2,40,3000
"2813",2,270,1990,2,4,8212,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"2814",1,4100,1981,1,4,8214,NA,2,NA,NA,1,0,1,5,1,1,43,4500
"2815",2,350,1980,1,5,8217,NA,2,NA,NA,1,2,1,5,1,1,40,4000
"2816",2,250,1981,2,4,8218,NA,2,NA,NA,1,0,1,5,1,1,40,3600
"2817",NA,NA,1981,1,4,8221,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,3000
"2818",2,250,1988,2,4,8225,NA,1,NA,NA,1,2,1,5,2,2,40,3600
"2819",2,180,1989,2,4,8227,NA,1,NA,NA,1,2,1,5,2,2,40,2400
"2820",NA,NA,1982,1,4,8230,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,3000
"2821",2,220,1979,2,4,8233,NA,1,NA,NA,1,0,2,5,3,2,51,3500
"2822",2,100,1983,2,4,8234,NA,1,NA,NA,NA,2,5,5,4,2,25,5000
"2823",1,3000,1983,1,4,8241,NA,1,NA,NA,1,0,1,5,1,2,40,4000
"2824",1,3000,1989,2,4,8254,NA,1,NA,NA,1,0,1,5,2,2,44,3000
"2825",2,290,1989,2,4,8260,NA,1,NA,NA,1,0,1,5,1,2,40,3500
"2826",2,220,1986,1,4,8264,NA,1,NA,NA,1,0,1,5,1,2,40,3200
"2827",2,200,1982,2,4,8266,NA,1,NA,NA,1,0,1,5,1,2,40,3000
"2828",2,370,1982,1,4,8269,NA,2,NA,NA,1,2,1,5,2,1,40,3000
"2829",1,4800,1982,2,4,8270,NA,2,NA,NA,1,3,1,5,1,1,40,4000
"2830",2,320,1984,1,5,8272,NA,1,NA,NA,1,1,1,5,2,2,40,2100
"2831",NA,NA,1979,2,4,8273,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,1200
"2832",1,3800,1990,2,4,8276,NA,1,NA,NA,1,1,1,5,1,2,44,3000
"2833",2,250,1988,1,4,8277,NA,1,NA,NA,1,2,1,5,1,2,40,3600
"2834",2,600,1981,1,4,8278,NA,2,NA,NA,1,0,1,5,1,1,40,4000
"2835",2,190,1987,2,4,8279,NA,2,NA,NA,2,2,2,5,2,2,40,2400
"2836",1,6000,1980,1,4,8280,NA,1,NA,NA,1,0,1,5,4,2,52,3600
"2837",1,4000,1984,1,5,8281,NA,2,NA,NA,1,0,1,5,5,2,46,3500
"2838",NA,NA,1990,1,5,8284,4,1,2,5,NA,NA,NA,4,1,2,NA,NA
"2839",2,200,1985,1,4,8285,NA,1,NA,NA,1,8,1,5,1,2,40,2000
"2840",2,230,1982,1,5,8288,NA,1,NA,NA,1,2,1,5,2,2,40,3600
"2841",1,2400,1984,2,4,8289,NA,2,NA,NA,1,0,1,5,1,2,40,1800
"2842",1,2400,1983,2,4,8295,NA,1,NA,NA,2,0,2,5,2,2,50,1800
"2843",1,4000,1987,1,5,8299,NA,1,NA,NA,1,0,1,5,2,2,40,3600
"2844",NA,NA,1982,1,4,8308,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,3000
"2845",2,300,1982,2,4,8309,NA,1,NA,NA,1,0,1,5,1,2,45,3500
"2846",1,4000,1982,1,4,8311,NA,2,NA,NA,1,0,1,5,4,1,40,2500
"2847",NA,NA,1990,1,4,8314,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,3000
"2848",NA,NA,1988,1,4,8315,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2500
"2849",NA,NA,1984,1,5,8320,4,1,1,5,NA,NA,NA,4,2,2,NA,NA
"2850",NA,NA,1983,1,4,8323,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,4800
"2851",2,200,1993,2,4,8327,NA,1,NA,NA,1,3,1,5,3,2,40,2400
"2852",NA,NA,1983,2,4,8333,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,1500
"2853",NA,NA,1990,2,4,8334,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2200
"2854",NA,NA,1988,1,4,8338,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,4000
"2855",2,650,1978,1,4,8341,NA,2,NA,NA,1,1,1,5,1,1,50,6500
"2856",2,180,1992,2,4,8344,NA,1,NA,NA,2,0,2,5,2,2,40,2400
"2857",NA,NA,1979,2,4,8346,NA,2,NA,NA,NA,NA,NA,6,4,2,NA,2500
"2858",1,3900,1978,1,4,8349,NA,1,NA,NA,1,0,1,5,2,2,48,3500
"2859",2,350,1981,1,4,8350,NA,1,NA,NA,1,0,1,5,3,2,40,3000
"2860",NA,NA,1982,2,4,8352,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,2500
"2861",1,5000,1984,1,4,8358,NA,2,NA,NA,1,0,1,5,2,1,40,5000
"2862",1,4000,1985,2,4,8359,NA,2,NA,NA,1,2,1,5,1,2,40,4000
"2863",NA,NA,1987,1,4,8361,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"2864",1,3600,1985,1,4,8362,NA,2,NA,NA,1,1,1,5,2,1,40,2400
"2865",2,200,1992,2,4,8363,NA,1,NA,NA,1,3,1,5,2,2,40,2400
"2866",NA,NA,1985,1,4,8365,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,3500
"2867",NA,NA,1988,2,4,8366,2,1,2,5,NA,NA,NA,4,2,2,NA,NA
"2868",NA,NA,1991,2,4,8367,2,1,1,5,NA,NA,NA,4,2,2,NA,NA
"2869",NA,NA,1985,2,4,8368,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,2500
"2870",1,5500,1984,1,4,8370,NA,2,NA,NA,1,1,1,5,1,1,40,4000
"2871",NA,NA,1987,2,4,8372,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,2400
"2872",2,300,1983,1,5,8373,NA,1,NA,NA,1,4,1,5,2,2,40,2300
"2873",2,160,1990,2,4,8375,NA,1,NA,NA,1,6,1,5,2,2,48,1500
"2874",1,2300,1992,2,4,8376,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"2875",2,200,1991,2,4,8383,NA,1,NA,NA,2,0,1,5,1,2,40,2200
"2876",1,2500,1980,1,4,8386,NA,1,NA,NA,NA,6,5,5,2,2,50,3000
"2877",1,3500,1987,2,4,8387,NA,1,NA,NA,1,0,1,5,1,2,40,1800
"2878",1,3000,1980,1,4,8388,NA,2,NA,NA,NA,2,4,5,1,1,40,3500
"2879",NA,NA,1985,2,5,8390,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,3600
"2880",NA,NA,1982,2,4,8392,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2500
"2881",2,500,1981,1,4,8393,NA,1,NA,NA,1,6,1,5,1,2,40,7000
"2882",2,130,1991,2,4,8394,NA,1,NA,NA,1,0,1,5,1,2,40,1500
"2883",2,200,1982,2,5,8395,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"2884",2,280,1983,1,5,8400,NA,1,NA,NA,1,0,1,5,2,2,40,2300
"2885",NA,NA,1992,2,4,8402,2,1,2,5,NA,NA,NA,3,1,2,NA,NA
"2886",2,250,1983,1,4,8406,NA,2,NA,NA,1,3,1,5,2,1,40,3000
"2887",1,4500,1990,2,4,8411,NA,1,NA,NA,1,0,1,5,2,2,40,3000
"2888",2,135,1983,2,4,8417,1,1,2,5,2,0,1,5,3,2,45,2200
"2889",2,250,1985,2,4,8418,NA,2,NA,NA,1,8,1,5,3,1,48,1300
"2890",2,200,1979,2,4,8419,NA,2,NA,NA,NA,2,4,5,2,1,45,3000
"2891",1,3000,1990,2,4,8421,NA,1,NA,NA,1,0,1,5,1,2,43,4000
"2892",2,200,1987,2,4,8422,NA,2,NA,NA,2,2,2,5,1,1,45,2000
"2893",2,180,1989,2,4,8423,NA,1,NA,NA,1,0,1,5,2,2,40,2400
"2894",1,9090908,1980,1,5,8425,NA,2,NA,NA,1,3,1,5,2,1,46,5000
"2895",NA,NA,1984,2,4,8429,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,3000
"2896",1,6000,1979,1,4,8432,NA,2,NA,NA,1,3,1,5,2,2,40,4800
"2897",2,200,1992,2,4,8438,NA,1,NA,NA,1,0,1,5,1,2,45,3000
"2898",1,4500,1983,1,4,8439,NA,2,NA,NA,1,0,1,5,2,2,55,5000
"2899",NA,NA,1988,1,5,8441,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,4000
"2900",1,3000,1984,1,4,8443,NA,1,NA,NA,1,0,1,5,1,2,40,4000
"2901",NA,NA,1984,2,5,8444,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2000
"2902",NA,NA,1982,2,4,8450,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,3000
"2903",1,3500,1988,1,4,8459,NA,1,NA,NA,1,0,1,5,1,2,44,2500
"2904",2,200,1987,2,4,8461,NA,1,NA,NA,1,2,1,5,2,2,40,2000
"2905",1,7200,1984,1,4,8463,NA,2,NA,NA,1,0,1,5,1,2,60,7000
"2906",NA,NA,1983,2,4,8467,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,1200
"2907",NA,NA,1985,1,4,8469,5,1,1,5,NA,NA,NA,4,5,2,NA,NA
"2908",1,3500,1983,1,4,8472,NA,2,NA,NA,1,4,1,5,1,1,45,2400
"2909",2,350,1987,1,4,8473,NA,1,NA,NA,1,2,1,5,2,2,45,4000
"2910",NA,NA,1992,1,4,8474,1,1,2,5,NA,NA,NA,4,2,2,NA,NA
"2911",2,150,1993,1,4,8477,NA,1,NA,NA,2,5,2,5,1,2,40,2000
"2912",5,1.6,1985,2,4,8478,NA,1,NA,NA,2,2,2,5,1,2,15,2500
"2913",2,350,1978,1,4,8480,NA,2,NA,NA,1,1,1,5,1,1,40,2400
"2914",1,5800,1981,1,5,8482,NA,2,NA,NA,1,0,1,5,1,1,44,5000
"2915",2,100,1986,1,4,8483,NA,1,NA,NA,NA,8,5,5,1,2,60,2500
"2916",1,6000,1985,2,4,8484,NA,1,NA,NA,1,1,1,5,1,2,40,3000
"2917",1,3000,1980,2,4,8487,NA,1,NA,NA,1,0,1,5,5,2,40,3000
"2918",2,200,1986,2,4,8493,NA,1,NA,NA,2,2,2,5,2,2,50,3600
"2919",1,7000,1980,1,4,8495,NA,2,NA,NA,1,1,1,5,1,1,48,7000
"2920",NA,NA,1985,2,5,8496,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,3000
"2921",2,200,1991,2,4,8498,NA,1,NA,NA,1,1,1,5,2,2,40,2000
"2922",NA,NA,1978,2,4,8499,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,1800
"2923",1,6000,1981,1,5,8515,NA,2,NA,NA,1,1,1,5,2,2,40,6000
"2924",NA,NA,1981,2,4,8517,NA,2,NA,NA,NA,NA,NA,6,2,2,NA,1500
"2925",1,3000,1982,1,4,8521,NA,1,NA,NA,1,8,1,5,2,2,40,2000
"2926",2,350,1983,1,4,8525,NA,1,NA,NA,1,6,1,5,2,2,40,3500
"2927",2,170,1991,2,4,8526,NA,1,NA,NA,1,2,1,5,2,2,40,2400
"2928",1,2800,1982,2,4,8534,NA,1,NA,NA,1,0,1,5,5,2,40,2200
"2929",2,200,1988,1,4,8537,NA,2,NA,NA,1,0,1,5,2,1,45,2000
